Plant,ClubPlants,Cluster,SubCLuster,TruckType,Destination,operator,Part,sortIndex,Date
1110,1110,E2,E2,32 MA,6000,ANAND,SG1,2,4
1160,1160,S1,S1,18 FT,8351,ILAN,SG2,2,8
1150,1150/1180,S6,S6_1,18 FT,8252,KTC,SG1,2,1
1160,1160,S1,S1_1,18 FT,400073,CHINNA,SG1,2,1
1150,1150/1180,S6,S6,32 MA,8153,EXPRESS,SG1,2,2
1160,1160,S1,S1_1,18 FT,8312,APML,SG1,2,2
1160,1160,S1,S1_1,32 MA,400078,MAHAVEERA,SG1,2,1
1120,1120,N7,N7,32 MA,400057,VARUNA,SG1,2,4
1150,1150/1180,S6,S6,18 FT,400060,KTC,SG2,2,9
1160,1160,S1,S1,18 FT,400031,MEGA,SG1,2,1
1110,1110,N2,N2,32 MA,5050,APML,SG1,2,4
1160,1160,S2,S2_1,18 FT,8103,KTC,SG1,2,3
1140,1140,S3,S3,32 MA,8256,EXPRESS,SG2,2,9
1140,1140,S3,S3,32 MA,8255,EXPRESS,SG2,2,8
1130,1130,N8,N8_1,32 MA,5203,SWASTIK,SG2,2,9
1150,1150/1180,W4,W4,32 MA,7254,RCI,SG1,2,4
1150,1150/1180,W4,W4,32 MA,7253,RCI,SG1,2,1
1130,1130,W6,W6,32 MA,7002,EAST INDIA,SG1,2,4
1150,1150/1180,S6,S6_1,18 FT,8253,KTC,SG1,2,5
1150,1150/1180,W4,W4,32 MA,7252,RCI,SG1,2,3
1110,1110,N3,N3,32 MA,5040,APML,SG1,2,1
1150,1150/1180,W3,W3_1,32 MA,400350,SWASTIK,SG1,2,3
1130,1130,W6,W6,32 MA,7051,EAST INDIA,SG1,2,2
1130,1130,N8,N8_1,32 MA,5152,LGB,SG1,2,4
1130,1130,N8,N8,32 MA,5306,SHRINIWASA,SG2,2,6
1110,1110,E1,E1,32 MA,6200,DGFC,SG1,2,2
1160,1160,S2,S2_1,18 FT,8104,KTC,SG1,2,2
1160,1160,S2,S2_1,18 FT,8105,KTC,SG2,2,8
1130,1130,W6,W6,32 MA,7102,EAST INDIA,SG1,2,3
1150,1150/1180,W3,W3_1,32 MA,7003,EXPRESS,SG1,2,4
1120,1120,S4,S4_1,18 FT,8052,VARUNA,SG2,2,8
1140,1140,S3,S3,18 FT,8257,SWASTIK,SG1,2,5
1150,1150/1180,W3,W3_1,32 MA,7001,APML,SG2,2,8
1160,1160,S2,S2,18 FT,400186,MAHAVEERA,SG1,2,5
1160,1160,N1,N1,32 MA,5001,DBRC,SG2,2,9
1150,1150/1180,E4,E4,32 MA,400307,VARUNA,SG1,2,1
1130,1130,W6,W6,32 MA,7103,EAST INDIA,SG2,2,6
1140,1140,S3,S3,18 FT,8251,KTC,SG1,2,4
1140,1140,S3,S3,18 FT,8156,KTC,SG1,2,1
1140,1140,S3,S3,18 FT,8155,INDOARYA,SG2,2,8
1110,1110,S2,S2,18 FT,400047,MEGA,SG1,2,5
1160,1160,N1,N1,32 MA,400211,LGB,SG1,2,1
1130,1130,W6,W6,32 MA,7105,EXPRESS,SG1,2,5
1120,1120,S4,S4_1,18 FT,8305,KTC,SG2,2,6
1160,1160,N1,N1,32 SA,400077,NSTCL,SG1,2,4
1150,1150/1180,E4,E4,32 MA,6103,KAPOOR,SG2,2,10
1150,1150/1180,S6,S6_1,18 FT,8254,KTC,SG1,2,3
1150,1150/1180,E4,E4,32 MA,6013,ANAND,SG2,2,10
1130,1130,W6,W6,32 MA,7151,LGB,SG1,2,3
1130,1130,W6,W6,32 MA,7152,EAST INDIA,SG2,2,8
1130,1130,E6,E6,32 MA,6102,NCS,SG1,2,3
1120,1120,S4,S4_1,18 FT,400063,EAST INDIA,SG2,2,10
1130,1130,W6,W6,32 MA,7153,LGB,SG1,2,2
1120,1120,S4,S4,32 MA,8150,MEGA,SG1,2,2
1120,1120,S4,S4,32 MA,400310,EXPRESS,SG2,2,6
1130,1130,W6,W6,32 MA,7154,MAHAVEERA,SG2,2,8
1150,1150/1180,S6,S6_1,18 FT,8258,KTC,SG2,2,10
1110,1110,S2,S2_1,32 MA,4001,MEGA,SG1,2,4
1150,1150/1180,N4,N4_1,32 MA,5155,LGB,SG2,2,10
1130,1130,W6,W6,32 MA,7157,RCI,SG1,2,2
1160,1160,N1,N1,32 SA,400323,NSTCL,SG2,2,10
1160,1160,N2,N2,32 MA,5305,DBRC,SG1,2,3
1140,1140,W1,W1,32 SA,400038,LGB,SG1,2,5
1150,1150/1180,N4,N4_1,32 MA,5153,LGB,SG2,2,7
1130,1130,W6,W6,32 MA,7251,LGB,SG2,2,6
1120,1120,E5,E5,32 MA,4002,DGFC,SG1,2,4
1110,1110,S1,S1,18 FT,400054,KTC,SG2,2,7
1160,1160,N2,N2,32 MA,400303,LGB,SG2,2,9
1110,1110,S1,S1,18 FT,400024,KTC,SG1,2,5
1160,1160,E2,E2,32 MA,6004,ANAND,SG1,2,1
1130,1130,W6,W6,32 MA,7302,RCI,SG2,2,6
1120,1120,E5,E5,32 MA,6053,DGFC,SG2,2,9
1150,1150/1180,N4,N4_1,32 MA,5151,DBRC,SG1,2,5
1130,1130,W6,W6,32 MA,104687,SWASTIK,SG1,2,2
1150,1150/1180,N4,N4,32 MA,400286,RCI,SG1,2,5
1160,1160,W1,W1,32 SA,400006,LGB,SG1,2,4
1160,1160,S1,S1_1,18 FT,400074,GBL,SG1,2,5
1140,1140,W1,W1,32 MA,400075,SWASTIK,SG1,2,4
1130,1130,S5,S5_1,18 FT,8311,MEGA,SG1,2,3
1130,1130,S5,S5_1,18 FT,8303,KTC,SG2,2,9
1180,1150/1180,S8,S8,18 FT,400171,KTC,SG2,2,6
1110,1110,S1,S1_1,32 MA,8300,CHINNA,SG1,2,3
1140,1140,W1,W1,32 MA,400003,RCI,SG1,2,4
1160,1160,W1,W1,32 SA,400034,LGB,SG1,2,1
1130,1130,S5,S5_1,18 FT,8006,KTC,SG1,2,1
1120,1120,N7,N7,32 SA,400044,RCI,SG2,2,9
1120,1120,N7,N7,32 SA,400045,RCI,SG2,2,8
1110,1110,S1,S1_2,18 FT,4000,DEVAKI,SG1,2,2
1130,1130,S5,S5_1,32 MA,400071,EXPRESS,SG2,2,10
1130,1130,S5,S5_1,32 MA,8301,EXPRESS,SG2,2,7
1160,1160,W1,W1,32 SA,400191,LGB,SG1,2,3
1140,1140,E2,E2,32 MA,6003,ANAND,SG2,2,7
1140,1140,E2,E2,32 MA,6001,ANAND,SG1,2,3
1120,1120,N7,N7,32 SA,400051,VARUNA,SG2,2,10
1160,1160,W1,W1,32 SA,400331,LGB,SG2,2,8
1140,1140,N2,N2,32 MA,400121,DRS,SG2,2,9
1150,1150/1180,N4,N4,32 MA,400020,EXPRESS,SG1,2,3
1180,1150/1180,N5,N5,32 SA,400011,VARUNA,SG1,2,5
1180,1150/1180,N4,N4,32 MA,400076,LGB,SG2,2,10
1130,1130,S5,S5_1,32 MA,8054,RCI,SG1,2,1
1140,1140,N3,N3,32 MA,400314,VARUNA,SG2,2,9
1130,1130,S5,S5_1,32 MA,8053,RCI,SG1,2,3
1130,1130,S5,S5_1,32 MA,8004,RCI,SG1,2,5
1170,1170/1190,S1,S1_1,32 MA,400196,LGB,SG2,2,7
1130,1130,S5,S5_1,32 MA,8003,EXPRESS,SG1,2,1
1130,1130,S5,S5_1,32 MA,8001,RCI,SG1,2,2
1140,1140,S1,S1_1,32 MA,400316,CHINNA,SG2,2,9
1160,1160,S3,S3,18 FT,8151,MAHAVEERA,SG1,2,2
1160,1160,S3,S3,18 FT,8261,MEGA,SG1,2,5
1140,1140,N3,N3,32 MA,5102,APML,SG1,2,5
1140,1140,N3,N3,32 MA,5101,APML,SG1,2,3
1140,1140,S1,S1_1,18 FT,8302,CHINNA,SG2,2,6
1150,1150/1180,S8,S8,18 FT,8313,GBL,SG2,2,6
1170,1170/1190,N1,N1_1,32 MA,400126,EAST INDIA,SG1,2,1
1120,1120,N7,N7,32 SA,400151,NSTCL,SG2,2,7
1140,1140,S1,S1,18 FT,8304,INDOARYA,SG1,2,2
1150,1150/1180,S7,S7_1,18 FT,8106,KTC,SG1,2,2
1140,1140,N1,N1,32 MA,400304,MAHAVEERA,SG2,2,7
1150,1150/1180,S7,S7_1,18 FT,8107,KTC,SG2,2,8
1120,1120,W5,W5,32 SA,400048,LGB,SG2,2,9
1140,1140,S1,S1,18 FT,8353,MEGA,SG1,2,1
1140,1140,S1,S1,18 FT,8354,SWASTIK,SG1,2,1
1140,1140,S1,S1,18 FT,8356,SWASTIK,SG2,2,8
1150,1150/1180,S7,S7,32 MA,400327,EXPRESS,SG2,2,9
1140,1140,S1,S1,32 MA,8352,COSMO,SG1,2,2
1150,1150/1180,E3,E3,32 MA,6202,DGFC,SG1,2,1
1150,1150/1180,E3,E3,32 MA,6207,KAPOOR,SG2,2,7
1170,1170/1190,E2,E2,32 MA,6011,KAPOOR,SG2,2,6
1140,1140,N1,N1,32 MA,400058,LGB,SG1,2,5
1120,1120,N7,N7,32 SA,400206,NSTCL,SG2,2,6
1150,1150/1180,E3,E3,32 MA,400035,KTC,SG2,2,7
1110,1110,S1,S1_2,18 FT,4003,DEVAKI,SG1,2,5
1150,1150/1180,N6,N6,32 MA,5051,DBRC,SG1,2,2
1120,1120,W5,W5,32 SA,400043,LGB,SG1,2,2
1140,1140,S2,S2,32 MA,400299,MEGA,SG1,2,2
1120,1120,N7,N7,32 SA,400347,NSTCL,SG2,2,9
1150,1150/1180,N6,N6,32 MA,5105,DBRC,SG2,2,8
1140,1140,S2,S2,32 MA,400311,MEGA,SG1,2,4
1150,1150/1180,N6,N6,32 MA,5107,DBRC,SG2,2,6
1140,1140,N1,N1,32 MA,400021,LGB,SG1,2,4
1150,1150/1180,N5,N5,32 MA,400292,RCI,SG2,2,10
1140,1140,S2,S2,18 FT,7104,INDOARYA,SG1,2,3
1140,1140,S2,S2,18 FT,8002,INDOARYA,SG1,2,4
1190,1170/1190,S1,S1_1,32 MA,400334,GBL,SG2,2,10
1120,1120,N7,N7,32 MA,5104,DRS,SG2,2,6
1140,1140,S2,S2,18 FT,8005,KTC,SG1,2,5
1140,1140,S2,S2,18 FT,8051,KTC,SG1,2,3
1120,1120,W5,W5,32 MA,7150,EXPRESS,SG1,2,5
1140,1140,S2,S2,18 FT,8055,KTC,SG2,2,9
1140,1140,S2,S2,18 FT,8102,MEGA,SG1,2,1
1120,1120,N7,N7,32 MA,5120,LGB,SG2,2,6
1150,1150/1180,N5,N5,32 MA,5251,LGB,SG1,2,1
1120,1120,W5,W5,32 MA,7000,EXPRESS,SG1,2,2
1190,1170/1190,N3,N3,32 MA,5103,LGB,SG1,2,3
1120,1120,N7,N7,32 MA,5301,LGB,SG2,2,8
1160,1160,W1,W1,32 SA,400331,LGB,SG2,3,10
1160,1160,S2,S2,18 FT,400186,MEGA,SG2,3,9
1140,1140,W2,W2,32 MA,7302,SWASTIK,SG1,3,3
1180,1150/1180,N5,N5,32 MA,400292,VARUNA,SG2,3,6
1150,1150/1180,W4,W4,32 MA,7252,SWASTIK,SG1,3,5
1120,1120,N7,N7,32 MA,5120,MAHAVEERA,SG1,3,3
1160,1160,W1,W1,32 SA,400191,LGB,SG2,3,7
1130,1130,W6,W6,32 MA,7151,MAHAVEERA,SG1,3,4
1180,1150/1180,S8,S8,18 FT,400171,KTC,SG2,3,10
1130,1130,W6,W6,32 MA,7152,EXPRESS,SG1,3,4
1120,1120,S4,S4,32 MA,400310,EXPRESS,SG2,3,8
1130,1130,N8,N8,32 MA,5301,LGB,SG2,3,9
1130,1130,S5,S5_1,32 MA,8305,EXPRESS,SG2,3,7
1130,1130,W6,W6,32 MA,7153,MAHAVEERA,SG2,3,9
1160,1160,S2,S2,18 FT,8005,MAHAVEERA,SG1,3,1
1160,1160,S2,S2,18 FT,7104,MAHAVEERA,SG1,3,5
1150,1150/1180,W3,W3,32 MA,7157,EXPRESS,SG2,3,6
1110,1110,E1,E1,32 MA,6200,DGFC,SG2,3,8
1110,1110,S1,S1_2,18 FT,4000,CHINNA,SG1,3,4
1160,1160,S2,S2_1,18 FT,8103,KTC,SG1,3,4
1120,1120,E5,E5,32 MA,4002,KAPOOR,SG1,3,5
1170,1170/1190,E2,E2,32 MA,6004,KAPOOR,SG1,3,3
1150,1150/1180,N4,N4_1,32 MA,5151,EXPRESS,SG1,3,1
1140,1140,W1,W1,32 SA,400038,LGB,SG1,3,2
1130,1130,S5,S5_1,18 FT,8001,DGFC,SG2,3,6
1190,1170/1190,S2,S2,18 FT,8002,GBL,SG1,3,2
1110,1110,N3,N3,32 MA,5040,DRS,SG1,3,2
1130,1130,W6,W6,32 MA,7251,RCI,SG2,3,7
1120,1120,W5,W5,32 MA,7150,MEGA,SG1,3,3
1110,1110,S1,S1,18 FT,400024,MEGA,SG1,3,4
1110,1110,S1,S1_1,32 MA,8300,CHINNA,SG1,3,1
1170,1170/1190,N1,N1_1,32 MA,400126,LGB,SG1,3,5
1160,1160,W1,W1,32 SA,400034,LGB,SG1,3,3
1120,1120,W5,W5,32 MA,7250,EXPRESS,SG2,3,10
1190,1170/1190,S2,S2_1,18 FT,8107,MEGA,SG2,3,10
1150,1150/1180,N4,N4,32 MA,400286,VARUNA,SG1,3,3
1190,1170/1190,S2,S2_1,18 FT,8106,MEGA,SG2,3,6
1130,1130,W6,W6,32 MA,104687,SWASTIK,SG2,3,6
1170,1170/1190,N1,N1_1,32 MA,5155,COSMO,SG2,3,7
1170,1170/1190,N1,N1_1,32 MA,5153,COSMO,SG2,3,9
1130,1130,N8,N8_1,32 MA,5203,VIKAS,SG2,3,6
1140,1140,W1,W1,32 MA,400075,MEGA,SG2,3,7
1110,1110,S2,S2_1,32 MA,4001,ANAND,SG1,3,5
1160,1160,S1,S1,18 FT,400031,KTC,SG2,3,6
1150,1150/1180,N4,N4,32 MA,400058,EXPRESS,SG1,3,3
1170,1170/1190,N3,N3,32 MA,5107,DBRC,SG2,3,7
1170,1170/1190,S1,S1,18 FT,8313,GBL,SG1,3,4
1140,1140,W1,W1,32 MA,400003,SWASTIK,SG1,3,2
1120,1120,N7,N7,32 SA,400025,NSTCL,SG1,3,1
1120,1120,W5,W5,32 SA,400043,NSTCL,SG1,3,3
1150,1150/1180,N6,N6,32 MA,5051,DRS,SG1,3,4
1150,1150/1180,N4,N4,32 MA,400057,DBRC,SG2,3,10
1160,1160,W1,W1,32 SA,400006,LGB,SG1,3,5
1140,1140,W1,W1,32 MA,7154,EXPRESS,SG1,3,5
1140,1140,W1,W1,32 MA,7002,APML,SG2,3,7
1130,1130,N9,N9,32 MA,5104,CORE,SG1,3,3
1150,1150/1180,E3,E3,32 MA,400035,NCS,SG2,3,9
1160,1160,S1,S1,18 FT,8356,KTC,SG1,3,2
1160,1160,S1,S1,18 FT,8352,KTC,SG1,3,1
1150,1150/1180,S6,S6_1,18 FT,8256,KTC,SG2,3,7
1160,1160,S1,S1,18 FT,8304,ILAN,SG1,3,4
1160,1160,S1,S1_1,18 FT,400074,ILAN,SG1,3,1
1150,1150/1180,S6,S6_1,18 FT,8255,KTC,SG1,3,4
1150,1150/1180,S6,S6_1,18 FT,8254,RCI,SG2,3,9
1120,1120,N7,N7,32 SA,400044,VARUNA,SG1,3,4
1150,1150/1180,W3,W3_1,32 MA,7001,DGFC,SG2,3,10
1170,1170/1190,S1,S1_1,32 MA,400196,GBL,SG2,3,9
1160,1160,S2,S2,18 FT,400299,MAHAVEERA,SG2,3,6
1140,1140,N3,N3,32 MA,400314,VARUNA,SG2,3,8
1120,1120,N7,N7,32 SA,400045,VARUNA,SG2,3,7
1150,1150/1180,S7,S7,18 FT,8055,KTC,SG2,3,6
1150,1150/1180,S7,S7,18 FT,8051,KTC,SG1,3,5
1160,1160,N2,N2,32 MA,400303,VARUNA,SG1,3,1
1190,1170/1190,N1,N1,32 MA,400020,AVG,SG2,3,10
1180,1150/1180,N4,N4,32 MA,400304,VARUNA,SG2,3,9
1110,1110,S2,S2,18 FT,400047,GBL,SG2,3,7
1140,1140,S1,S1_1,32 MA,400316,CHINNA,SG2,3,8
1120,1120,W5,W5,32 SA,400048,LGB,SG2,3,6
1120,1120,N7,N7,32 SA,400051,EAST INDIA,SG2,3,9
1150,1150/1180,S6,S6_1,18 FT,8252,RCI,SG1,3,3
1150,1150/1180,S7,S7_1,32 MA,8105,MEGA,SG2,3,9
1140,1140,N1,N1_1,32 MA,5152,SWASTIK,SG1,3,1
1140,1140,S1,S1_1,18 FT,8301,CHINNA,SG1,3,5
1160,1160,S1,S1_1,32 MA,400078,MAHAVEERA,SG2,3,8
1150,1150/1180,S7,S7_1,32 MA,8104,MEGA,SG2,3,8
1160,1160,N2,N2,32 MA,400121,DBRC,SG2,3,6
1180,1150/1180,N4,N4,32 MA,400076,RCI,SG1,3,4
1140,1140,S1,S1,18 FT,8303,INDOARYA,SG1,3,1
1160,1160,N1,N1,32 SA,400323,NSTCL,SG2,3,8
1150,1150/1180,S8,S8,18 FT,8354,KTC,SG1,3,3
1150,1150/1180,S8,S8,18 FT,8351,GBL,SG2,3,6
1140,1140,S1,S1,18 FT,8311,INDOARYA,SG2,3,10
1130,1130,W6,W6,32 MA,7000,BLR,SG1,3,1
1150,1150/1180,S6,S6,32 MA,8156,EXPRESS,SG2,3,9
1150,1150/1180,S8,S8,18 FT,8302,GBL,SG1,3,1
1150,1150/1180,S6,S6,32 MA,8153,COSMO,SG1,3,4
1150,1150/1180,S8,S8,32 MA,400063,RCI,SG2,3,8
1150,1150/1180,E4,E4,32 MA,6013,KAPOOR,SG2,3,8
1190,1170/1190,S1,S1_1,32 MA,400334,GBL,SG2,3,7
1140,1140,S1,S1,32 MA,8353,COSMO,SG2,3,6
1150,1150/1180,S6,S6,32 MA,8151,EXPRESS,SG1,3,4
1130,1130,E6,E6,32 MA,6053,ANAND,SG2,3,8
1160,1160,S3,S3,18 FT,8155,MAHAVEERA,SG2,3,10
1150,1150/1180,S6,S6,18 FT,400060,KTC,SG2,3,10
1120,1120,S4,S4_1,18 FT,400054,EAST INDIA,SG2,3,8
1130,1130,W6,W6,32 MA,7051,EXPRESS,SG1,3,1
1140,1140,S3,S3,32 MA,8251,EXPRESS,SG1,3,5
1130,1130,E6,E6,32 MA,6102,KAPOOR,SG1,3,4
1160,1160,N1,N1,32 SA,400077,NSTCL,SG1,3,2
1150,1150/1180,E4,E4,32 MA,6003,ANAND,SG1,3,2
1150,1150/1180,E4,E4,32 MA,6001,ANAND,SG1,3,4
1180,1150/1180,N5,N5,32 SA,400011,LGB,SG2,3,8
1150,1150/1180,S6,S6,18 FT,8261,KTC,SG2,3,8
1140,1140,S2,S2,32 MA,400311,MEGA,SG2,3,6
1130,1130,W6,W6,32 MA,7102,EXPRESS,SG1,3,2
1140,1140,N1,N1,32 MA,400021,MAHAVEERA,SG1,3,3
1130,1130,S5,S5_1,32 MA,8003,RCI,SG1,3,2
1150,1150/1180,S6,S6,18 FT,8257,KTC,SG2,3,9
1120,1120,S4,S4,32 MA,8150,EXPRESS,SG1,3,4
1110,1110,S1,S1_2,18 FT,4003,CHINNA,SG2,3,7
1110,1110,E2,E2,32 MA,6000,ANAND,SG1,3,3
1150,1150/1180,W4,W4,32 MA,7254,SWASTIK,SG1,3,3
1140,1140,S2,S2,18 FT,8004,INDOARYA,SG2,3,6
1130,1130,S5,S5_1,32 MA,8052,EXPRESS,SG2,3,6
1140,1140,S2,S2,18 FT,8006,KTC,SG1,3,3
1120,1120,N7,N7,32 SA,400347,NSTCL,SG2,3,6
1130,1130,W6,W6,32 MA,7103,EXPRESS,SG1,3,3
1140,1140,S2,S2,18 FT,8054,KTC,SG2,3,10
1170,1170/1190,E1,E1,32 MA,6202,DGFC,SG1,3,3
1160,1160,N1,N1,32 MA,400211,EAST INDIA,SG2,3,7
1140,1140,S2,S2,18 FT,8102,SWASTIK,SG1,3,5
1130,1130,S5,S5_1,32 MA,8053,EXPRESS,SG2,3,8
1120,1120,N7,N7,32 MA,5050,DRS,SG2,3,8
1150,1150/1180,N5,N5,32 MA,5306,LGB,SG2,3,10
1150,1150/1180,N5,N5,32 MA,5305,DRS,SG2,3,10
1130,1130,W6,W6,32 MA,7105,INDOARYA,SG2,3,6
1170,1170/1190,S2,S2,18 FT,8051,GBL,SG2,4,8
1150,1150/1180,W4,W4,32 MA,7252,TRUE FREIGHT,SG1,4,1
1140,1140,S2,S2,32 MA,400311,MEGA,SG2,4,8
1140,1140,S1,S1,18 FT,8311,KTC,SG1,4,2
1140,1140,N1,N1_1,32 MA,5203,VARUNA,SG1,4,2
1110,1110,S1,S1_2,18 FT,4000,DEVAKI,SG1,4,3
1150,1150/1180,S6,S6,32 MA,8156,COSMO,SG2,4,10
1140,1140,S1,S1_1,32 MA,400316,CHINNA,SG2,4,10
1190,1170/1190,N1,N1,32 MA,400020,COSMO,SG1,4,5
1150,1150/1180,W3,W3,32 MA,7157,MEGA,SG1,4,1
1190,1170/1190,E1,E1,32 MA,6202,KAPOOR,SG1,4,2
1150,1150/1180,W3,W3,32 MA,400048,EXPRESS,SG2,4,7
1190,1170/1190,S2,S2,18 FT,8054,GBL,SG2,4,9
1150,1150/1180,E4,E4,32 MA,6003,KAPOOR,SG1,4,3
1120,1120,S4,S4_1,18 FT,400054,KTC,SG2,4,9
1150,1150/1180,E4,E4,32 MA,6001,KAPOOR,SG1,4,1
1190,1170/1190,S2,S2_1,18 FT,8104,MEGA,SG1,4,3
1150,1150/1180,W3,W3,32 MA,7154,EXPRESS,SG1,4,1
1140,1140,W1,W1,32 MA,7105,EAST INDIA,SG2,4,10
1150,1150/1180,W3,W3,32 MA,7153,EXPRESS,SG1,4,3
1140,1140,W1,W1,32 MA,7151,EXPRESS,SG1,4,5
1150,1150/1180,W3,W3,32 MA,400075,EXPRESS,SG2,4,10
1190,1170/1190,S1,S1,18 FT,8354,GBL,SG2,4,10
1140,1140,W1,W1,32 MA,400003,EXPRESS,SG2,4,9
1120,1120,S4,S4,32 MA,8150,MEGA,SG1,4,5
1130,1130,W6,W6,32 MA,104687,SWASTIK,SG2,4,10
1130,1130,W6,W6,32 MA,7251,SWASTIK,SG1,4,4
1140,1140,W1,W1,32 SA,400038,LGB,SG2,4,7
1130,1130,W6,W6,32 MA,7152,LGB,SG1,4,1
1130,1130,W6,W6,32 MA,7103,INDOARYA,SG2,4,8
1120,1120,S4,S4,32 MA,400310,EXPRESS,SG2,4,10
1130,1130,W6,W6,32 MA,7102,INDOARYA,SG1,4,5
1150,1150/1180,S6,S6,32 MA,8153,EXPRESS,SG2,4,6
1130,1130,W6,W6,32 MA,7051,INDOARYA,SG1,4,4
1140,1140,S3,S3,32 MA,8251,COSMO,SG1,4,1
1130,1130,W6,W6,32 MA,7000,DGFC,SG1,4,5
1120,1120,E5,E5,32 MA,4002,KTC,SG1,4,2
1190,1170/1190,S1,S1,18 FT,8313,GBL,SG1,4,3
1160,1160,S1,S1_1,32 MA,400078,MAHAVEERA,SG2,4,7
1160,1160,S1,S1_1,18 FT,400074,APML,SG2,4,9
1120,1120,E5,E5,32 MA,6000,DGFC,SG1,4,2
1150,1150/1180,S6,S6_1,18 FT,8256,KTC,SG2,4,6
1120,1120,E5,E5,32 MA,6200,KAPOOR,SG1,4,5
1160,1160,S1,S1,18 FT,8353,KTC,SG1,4,4
1130,1130,N9,N9,32 MA,5104,DRS,SG1,4,2
1160,1160,S1,S1,18 FT,400031,MEGA,SG1,4,5
1160,1160,S2,S2_1,18 FT,8102,MEGA,SG2,4,10
1150,1150/1180,S6,S6,32 MA,8151,COSMO,SG1,4,1
1160,1160,S2,S2,18 FT,8006,MAHAVEERA,SG1,4,5
1130,1130,N8,N8,32 MA,5301,RCI,SG2,4,6
1160,1160,S2,S2,18 FT,400186,MAHAVEERA,SG1,4,2
1160,1160,S2,S2,18 FT,400299,MAHAVEERA,SG2,4,9
1150,1150/1180,S6,S6,32 MA,8261,COSMO,SG2,4,10
1150,1150/1180,N4,N4,32 MA,400286,EXPRESS,SG2,4,8
1130,1130,E6,E6,32 MA,6102,NCS,SG1,4,5
1160,1160,N1,N1,32 SA,400077,NSTCL,SG1,4,3
1130,1130,E6,E6,32 MA,6053,KAPOOR,SG1,4,4
1160,1160,N1,N1,32 SA,400323,NSTCL,SG2,4,7
1160,1160,N1,N1_1,32 MA,5152,DBRC,SG1,4,3
1150,1150/1180,S6,S6,32 MA,400060,COSMO,SG2,4,7
1170,1170/1190,S2,S2,18 FT,8055,GBL,SG2,4,7
1140,1140,N1,N1,32 MA,400021,RCI,SG1,4,5
1150,1150/1180,N4,N4,32 MA,400058,LGB,SG1,4,4
1160,1160,N2,N2,32 MA,400121,DRS,SG1,4,3
1160,1160,N2,N2,32 MA,400303,VIKAS,SG1,4,3
1150,1150/1180,N4,N4,32 MA,400057,EXPRESS,SG1,4,2
1120,1120,N7,N7,32 SA,400025,RCI,SG1,4,3
1120,1120,N7,N7,32 SA,400051,NSTCL,SG1,4,5
1110,1110,S2,S2_1,32 MA,4001,EXPRESS,SG1,4,2
1150,1150/1180,S6,S6,18 FT,8257,KTC,SG2,4,8
1150,1150/1180,S6,S6,18 FT,8155,KTC,SG2,4,7
1160,1160,W1,W1,32 SA,400006,LGB,SG1,4,3
1130,1130,S5,S5_1,18 FT,8305,MEGA,SG1,4,2
1130,1130,S5,S5_1,18 FT,8053,KTC,SG2,4,7
1130,1130,S5,S5_1,18 FT,8052,KTC,SG1,4,1
1160,1160,W1,W1,32 SA,400034,LGB,SG1,4,5
1130,1130,S5,S5_1,18 FT,8003,KTC,SG1,4,3
1130,1130,S5,S5_1,18 FT,8001,EAST INDIA,SG1,4,4
1160,1160,W1,W1,32 SA,400191,LGB,SG2,4,9
1150,1150/1180,S6,S6_1,18 FT,8252,KTC,SG1,4,5
1110,1110,S1,S1_2,18 FT,4003,DEVAKI,SG1,4,4
1120,1120,S4,S4_1,18 FT,400024,EAST INDIA,SG2,4,6
1110,1110,N3,N3,32 MA,5040,APML,SG2,4,6
1160,1160,W2,W2,32 MA,7302,RCI,SG2,4,10
1150,1150/1180,N5,N5,32 SA,5306,LGB,SG1,4,2
1110,1110,S2,S2,18 FT,400047,KTC,SG1,4,4
1150,1150/1180,N5,N5,32 SA,5305,LGB,SG1,4,4
1170,1170/1190,N1,N1_1,32 MA,400126,RCI,SG1,4,4
1150,1150/1180,N5,N5,32 MA,400045,RCI,SG1,4,1
1170,1170/1190,N1,N1_1,32 MA,5153,DBRC,SG1,4,4
1120,1120,N7,N7,32 MA,5050,EAST INDIA,SG1,4,2
1170,1170/1190,N1,N1_1,32 MA,5151,AVG,SG1,4,2
1150,1150/1180,S6,S6_1,18 FT,8254,KTC,SG1,4,1
1170,1170/1190,S1,S1_1,32 MA,400196,LGB,SG2,4,8
1150,1150/1180,S8,S8,18 FT,8301,GBL,SG1,4,4
1150,1150/1180,S8,S8,18 FT,8303,GBL,SG1,4,5
1150,1150/1180,S8,S8,18 FT,8304,GBL,SG1,4,1
1120,1120,N7,N7,32 MA,5120,RCI,SG1,4,1
1180,1150/1180,N6,N6,32 MA,400314,RCI,SG1,4,5
1150,1150/1180,S8,S8,18 FT,8351,KTC,SG1,4,4
1150,1150/1180,S8,S8,18 FT,8352,GBL,SG2,4,6
1180,1150/1180,N4,N4,32 SA,400076,LGB,SG1,4,1
1150,1150/1180,S8,S8,18 FT,8356,KTC,SG2,4,10
1180,1150/1180,N4,N4,32 MA,400304,VARUNA,SG2,4,8
1150,1150/1180,S7,S7_1,18 FT,8103,KTC,SG1,4,5
1150,1150/1180,S7,S7_1,18 FT,8105,KTC,SG1,4,2
1150,1150/1180,S7,S7,18 FT,7104,KTC,SG1,4,2
1150,1150/1180,S7,S7,18 FT,8004,KTC,SG1,4,1
