Plant,Cluster,SubCluster,Destination,TruckType,DemandTruckFinal,ClubPlant
1150,N4,N4_1,6200,32 SA,0.13802978235967928,1150/1180
1150,W4,W4,5050,32 MA,0.29664737216214027,1150/1180
1150,W4,W4,5050,32 SA,0.2222222222222222,1150/1180
1150,N4,N4_1,6200,32 MA,0.4581788443684476,1150/1180
1150,N4,N4_1,5050,32 MA,0.1964973440990665,1150/1180
1150,N4,N4_1,5050,32 SA,0.4797632684230623,1150/1180
1150,N4,N4_1,5050,32 MA,0.5084316678839564,1150/1180
1150,N4,N4_1,5050,32 SA,0.5965483008781978,1150/1180
1150,N4,N4_1,5120,32 MA,0.6196914793076045,1150/1180
1150,N4,N4_1,5120,32 SA,0.2037037037037037,1150/1180
1150,N4,N4_1,5050,32 SA,0.3253150057273768,1150/1180
1150,N5,N5,5050,32 MA,0.4236855755184341,1150/1180
1150,N5,N5,5040,32 MA,0.6160126113358764,1150/1180
1150,N5,N5,5040,32 SA,0.037037037037037035,1150/1180
1150,N5,N5,5040,32 MA,0.4320906878686781,1150/1180
1150,N5,N5,5040,18 FT,0.28756483613005335,1150/1180
1150,N5,N5,5040,32 MA,0.7164621060983435,1150/1180
1150,N5,N5,5040,32 MA,0.7250479554260335,1150/1180
1150,N5,N5,5040,32 MA,0.09675288287162379,1150/1180
1150,E4,E4,6000,32 MA,0.02814285616274592,1150/1180
1150,E4,E4,6000,32 MA,0.36798808332265587,1150/1180
1150,E4,E4,6000,32 SA,0.011049723756906077,1150/1180
1150,E4,E4,6000,32 SA,0.08247422680412371,1150/1180
1150,E4,E4,6000,18 FT,0.4143389202584853,1150/1180
1150,E4,E4,6000,32 SA,0.14432989690721648,1150/1180
1150,E4,E4,BHUBANESHWAR MOGO,32 MA,0.12874905108786372,1150/1180
1150,E4,E4,BHUBANESHWAR MOGO,32 SA,0.5087819778541428,1150/1180
1150,E4,E4,6000,32 MA,0.6656849527126218,1150/1180
1150,E4,E4,6000,18 FT,0.619977523684045,1150/1180
1150,E4,E4,6000,32 MA,0.03269462037012705,1150/1180
1150,E4,E4,6000,32 MA,0.6578441552419697,1150/1180
1150,E4,E4,6000,32 SA,0.037037037037037035,1150/1180
1150,E3,E3,6200,32 MA,0.32490530000109397,1150/1180
1150,E3,E3,6200,32 MA,0.08029355809985916,1150/1180
1150,E3,E3,6200,32 SA,0.12962962962962962,1150/1180
1150,E3,E3,6200,32 MA,0.011548750757937487,1150/1180
1150,E3,E3,6200,32 SA,0.1251922310189668,1150/1180
1150,E3,E3,6200,32 MA,0.4480659070335862,1150/1180
1150,E3,E3,6200,32 SA,0.3972890416189385,1150/1180
1150,E3,E3,6200,32 SA,0.041237113402061855,1150/1180
1150,E3,E3,6200,32 MA,0.46518985389206374,1150/1180
1150,E3,E3,6200,32 MA,0.059729313090806535,1150/1180
1150,W3,W3_1,7000,32 MA,0.6181459979524829,1150/1180
1150,W3,W3_1,7000,32 SA,0.04419889502762431,1150/1180
1150,W3,W3_1,7000,32 MA,0.2017094627146001,1150/1180
1150,W3,W3_1,7000,32 SA,0.28852056476365867,1150/1180
1150,W3,W3_1,7000,32 MA,0.030978662649863153,1150/1180
1150,W3,W3_1,7000,32 MA,0.4276131570141386,1150/1180
1150,W3,W3_1,7000,32 SA,0.12962962962962962,1150/1180
1150,W3,W3_1,7000,32 MA,0.4236301794081879,1150/1180
1150,W3,W3_1,7000,32 SA,0.09259259259259259,1150/1180
1150,W3,W3_1,7000,32 SA,0.4758806764844242,1150/1180
1150,W3,W3_1,7000,32 MA,0.4207898025301785,1150/1180
1150,W3,W3_1,7000,32 SA,0.041237113402061855,1150/1180
1150,W3,W3_1,7000,32 MA,0.22171620041193377,1150/1180
1150,W3,W3_1,7000,32 SA,0.041237113402061855,1150/1180
1150,W3,W3_1,7000,32 MA,0.23164867393745037,1150/1180
1150,W3,W3_1,7000,32 SA,0.28105177000204623,1150/1180
1150,W3,W3,NAVI MUMBAI MOGO,32 MA,0.1288417689578849,1150/1180
1150,W3,W3,NAVI MUMBAI MOGO,32 SA,0.020618556701030927,1150/1180
1150,W3,W3,7150,32 SA,0.20618556701030927,1150/1180
1150,S,S,7150,32 MA,0.298003298216952,1150/1180
1150,W3,W3,8150,32 MA,0.41163634222984813,1150/1180
1150,W3,W3,8150,32 SA,0.5339824360442916,1150/1180
1150,W3,W3,7150,32 SA,0.022099447513812154,1150/1180
1150,W3,W3,7150,32 MA,0.601716400246112,1150/1180
1150,W3,W3,7150,32 SA,0.14012982054219167,1150/1180
1150,W3,W3,NAGPUR MOGO,32 MA,0.2357313728798074,1150/1180
1150,W3,W3,NAGPUR MOGO,32 SA,0.19314917127071823,1150/1180
1150,W3,W3,7150,32 SA,0.4018709431080565,1150/1180
1150,W3,W3,7150,32 MA,0.7200456083735882,1150/1180
1150,W3,W3,7150,32 SA,0.2411225658648339,1150/1180
1150,W3,W3,7150,32 MA,0.28126905882529574,1150/1180
1150,W3,W3,7150,32 SA,0.16494845360824742,1150/1180
1150,W3,W3,7150,32 MA,0.4386355707562204,1150/1180
1150,W3,W3,7150,32 SA,0.10309278350515463,1150/1180
1150,W3,W3,7250,32 SA,0.037037037037037035,1150/1180
1150,W4,W4,7250,32 SA,0.731049723756906,1150/1180
1150,W4,W4,7250,32 SA,0.2,1150/1180
1150,W4,W4,7250,32 MA,0.4897118063428687,1150/1180
1150,W4,W4,7250,32 MA,0.29312193144287857,1150/1180
1150,W4,W4,7250,32 SA,0.2962962962962963,1150/1180
1150,W4,W4,7250,32 MA,0.07031149521350022,1150/1180
1150,W4,W4,7250,32 SA,0.5266666666666666,1150/1180
1150,W4,W4,RAIPUR MOGO,32 SA,0.2525925925925925,1150/1180
1150,W4,W4,7250,32 MA,0.05464118898975401,1150/1180
1150,S,S,8300,32 MA,0.06325377148596045,1150/1180
1150,S,S,8300,32 SA,0.2067350998546533,1150/1180
1150,S,S,8300,32 MA,0.31025064719428663,1150/1180
1150,S,S,8300,32 MA,0.09171182307734083,1150/1180
1150,S,S,8300,32 SA,0.6105668520944479,1150/1180
1150,S,S,8300,32 MA,0.5150942826537768,1150/1180
1150,S,S,8300,32 SA,0.11951126384116074,1150/1180
1150,S,S,8300,32 MA,0.5591795148031671,1150/1180
1150,S,S,8300,32 SA,0.061855670103092786,1150/1180
1150,S,S,8300,32 MA,0.5914229769937999,1150/1180
1150,S,S,8300,32 SA,0.23685287497442192,1150/1180
1150,S,S,7150,32 MA,0.41234553396042806,1150/1180
1150,S,S,7150,32 SA,0.07407407407407407,1150/1180
1150,S,S,7150,18 FT,0.6493563492063497,1150/1180
1150,S,S,8150,32 MA,0.6877112809856905,1150/1180
1150,S,S,8150,32 SA,0.1072232453447923,1150/1180
1150,S,S,8150,32 MA,0.22169942878168442,1150/1180
1150,S,S,8150,32 SA,0.7271859488354333,1150/1180
1150,S,S,8150,32 MA,0.49034067797637193,1150/1180
1150,S,S,8300,18 FT,0.28225757575757626,1150/1180
1150,S,S,8300,32 MA,0.13310539576056213,1150/1180
1150,S,S,8300,32 MA,0.29833382196785624,1150/1180
1150,S,S,8150,32 SA,0.5238200473559591,1150/1180
1150,S,S,8150,32 SA,0.3085287919348408,1150/1180
1150,S,S,8150,32 MA,0.08825121512446987,1150/1180
1150,S,S,8150,32 SA,0.18518518518518517,1150/1180
1150,S,S,8150,32 MA,0.590061375500019,1150/1180
1150,S,S,8150,32 SA,0.4580509198610241,1150/1180
1150,S,S,8150,32 SA,0.38507063764795724,1150/1180
1150,S,S,8150,32 MA,0.5814571036898721,1150/1180
1150,S,S,8150,32 SA,0.6076746849942727,1150/1180
1150,S,S,8150,18 FT,0.3563051932367154,1150/1180
1150,S,S,8150,32 SA,0.07617411225658648,1150/1180
1150,S,S,8300,32 MA,0.38088614728516873,1150/1180
1150,S,S,8300,32 SA,0.25925925925925924,1150/1180
1150,S,S,8150,32 SA,0.2268041237113402,1150/1180
1150,S,S,8150,32 MA,0.6617219431834043,1150/1180
1150,S,S,8150,32 SA,0.5184721088349271,1150/1180
1150,S,S,8300,32 MA,0.6607254016591966,1150/1180
1150,S,S,8300,32 SA,0.05250095456281034,1150/1180
1150,S,S,8150,32 MA,0.29825705327156715,1150/1180
1150,S,S,8150,32 SA,0.5769377625047728,1150/1180
1150,S,S,8300,32 SA,0.43470790378006874,1150/1180
1150,S,S,8150,32 MA,0.41970236156286145,1150/1180
1150,S,S,8150,32 SA,0.5567010309278351,1150/1180
1150,S,S,8300,32 SA,0.04419889502762431,1150/1180
1150,S,S,8300,18 FT,0.7057000000000001,1150/1180
1150,S,S,8300,32 SA,0.020618556701030927,1150/1180
1150,S,S,8300,18 FT,0.0978752765752764,1150/1180
1150,S,S,8300,32 SA,0.041237113402061855,1150/1180
1150,S,S,8300,18 FT,0.3052419913419917,1150/1180
1150,S,S,8300,32 MA,0.002552794535121139,1150/1180
1150,S,S,8300,32 SA,0.08247422680412371,1150/1180
1150,S,S,8300,32 SA,0.20408552882779687,1150/1180
1150,S,S,8300,32 MA,0.43525345679525734,1150/1180
1150,S,S,8300,32 SA,0.020618556701030927,1150/1180
1150,S,S,8300,32 MA,0.6517950016044814,1150/1180
1150,S,S,8300,32 MA,0.16116577060098985,1150/1180
1150,S,S,8300,32 MA,0.49050789222221497,1150/1180
1150,S,S,8300,32 SA,0.23692248949980907,1150/1180
1150,S,S,8300,18 FT,0.2672432178932187,1150/1180
1150,S,S,8300,32 SA,0.21420389461626574,1150/1180
1150,S,S,8300,32 MA,0.3361931320966783,1150/1180
1150,S,S,8300,32 MA,0.1645598340935926,1150/1180
1150,S,S,8300,32 SA,0.14012982054219167,1150/1180
1180,N4,N4,5050,32 MA,0.7034806448466265,1150/1180
1180,N4,N4,5050,32 MA,0.49449959042047575,1150/1180
1180,N4,N4,5050,32 MA,0.454096689098343,1150/1180
1180,N4,N4,5050,32 MA,0.5417866357364529,1150/1180
1180,N6,N6,5040,32 MA,0.32640088156473107,1150/1180
1180,N5,N5,5050,32 MA,0.47398780650482697,1150/1180
1180,N6,N6,5050,32 MA,0.5669688846318044,1150/1180
1180,N5,N5,5040,32 MA,0.30112270792889173,1150/1180
1180,N5,N5,5040,32 MA,0.3263754740672247,1150/1180
1180,N4,N4,5050,32 MA,0.4723364836350691,1150/1180
1180,N5,N5,5040,32 MA,0.4729643476139605,1150/1180
1180,N4,N4,5050,32 MA,0.4754170711652603,1150/1180
1180,N6,N6,5120,32 MA,0.5910551875244792,1150/1180
1180,N6,N6,5120,32 MA,0.2383165285543789,1150/1180
1180,N6,N6,5120,32 MA,0.2802168839675082,1150/1180
1180,N6,N6,5120,32 MA,0.2169191188032213,1150/1180
1180,N6,N6,5120,32 MA,0.028185486806660633,1150/1180
1180,N6,N6,5120,32 MA,0.3974053564346503,1150/1180
1180,N6,N6,5050,32 MA,0.2585281795444436,1150/1180
1180,N6,N6,5120,32 MA,0.39517042030672883,1150/1180
1180,N6,N6,5120,32 MA,0.11643909108012618,1150/1180
1180,N6,N6,5120,32 MA,0.06055461032708344,1150/1180
1180,N6,N6,5120,32 MA,0.20604118698321536,1150/1180
1180,N6,N6,5120,32 MA,0.1518087230157888,1150/1180
1180,N4,N4_1,5050,32 MA,0.07454354029634047,1150/1180
1180,N6,N6,5120,32 MA,0.2401491186499791,1150/1180
1180,N6,N6,5120,32 MA,0.16132086777733248,1150/1180
1180,N4,N4_1,5050,32 MA,0.31428217902429634,1150/1180
1180,N4,N4_1,5050,32 MA,0.32262303696060085,1150/1180
1180,N4,N4_1,6200,32 MA,0.3566335853002832,1150/1180
1180,N4,N4_1,6200,32 MA,0.42867401947828004,1150/1180
1180,W4,W4,5050,32 MA,0.09458699993162065,1150/1180
1180,N4,N4_1,6200,32 MA,0.36380667061366256,1150/1180
1180,N4,N4_1,5050,32 MA,0.31279128527786093,1150/1180
1180,N4,N4_1,5050,32 MA,0.09423402521022797,1150/1180
1180,N4,N4_1,5120,32 MA,0.232437441309059,1150/1180
1180,N4,N4_1,5050,32 MA,0.17067744051017536,1150/1180
1180,N5,N5,5050,32 MA,0.23841797447289823,1150/1180
1180,N5,N5,5040,32 MA,0.3401909087544251,1150/1180
1180,N5,N5,5040,18 FT,0.2897992673992673,1150/1180
1180,N5,N5,5040,32 MA,0.6178272157559581,1150/1180
1180,N5,N5,5040,32 MA,0.2549476164560419,1150/1180
1180,N5,N5,5040,32 MA,0.4880494280207602,1150/1180
1180,N5,N5,5040,32 MA,0.18360646352567667,1150/1180
1180,E4,E4,6000,32 MA,0.1096661831904355,1150/1180
1180,E4,E4,6000,32 MA,0.22276746768943825,1150/1180
1180,E4,E4,6000,32 MA,0.4047501184748685,1150/1180
1180,E4,E4,6000,32 MA,0.2175668038741083,1150/1180
1180,E4,E4,6000,32 MA,0.0487851569260359,1150/1180
1180,E4,E4,6000,18 FT,0.36727289377289385,1150/1180
1180,E4,E4,6000,32 MA,0.17303523589618391,1150/1180
1180,E4,E4,BHUBANESHWAR MOGO,32 MA,0.7251740487005135,1150/1180
1180,E4,E4,6000,32 MA,0.5095735528602656,1150/1180
1180,E4,E4,6000,32 MA,0.19442202805201786,1150/1180
1180,E3,E3,6200,32 MA,0.010461538461538461,1150/1180
1180,E3,E3,6200,32 MA,0.10098488419279283,1150/1180
1180,E3,E3,6200,32 MA,0.22612703267975892,1150/1180
1180,E3,E3,6200,32 MA,0.32793017378666284,1150/1180
1180,E3,E3,6200,32 MA,0.21311086088416914,1150/1180
1180,E3,E3,6200,32 MA,0.0785676815744496,1150/1180
1180,E3,E3,6200,32 MA,0.16812974609062942,1150/1180
1180,E3,E3,6200,32 MA,0.08969258332844567,1150/1180
1180,W3,W3_1,7000,32 MA,0.13017099110691865,1150/1180
1180,W3,W3_1,7000,32 MA,0.6699954178500559,1150/1180
1180,W3,W3_1,7000,32 MA,0.34298397527704877,1150/1180
1180,W3,W3_1,7000,32 MA,0.2535133061114212,1150/1180
1180,W3,W3_1,7000,32 MA,0.6478490071668604,1150/1180
1180,W3,W3_1,7000,32 MA,0.14340858105920617,1150/1180
1180,W3,W3_1,7000,32 MA,0.16720509269722317,1150/1180
1180,W3,W3_1,7000,32 MA,0.13255799194252443,1150/1180
1180,W3,W3,NAVI MUMBAI MOGO,32 MA,0.6704354860600013,1150/1180
1180,W3,W3,7150,32 MA,0.5609276390507216,1150/1180
1180,S,S,7150,32 MA,0.343731729365806,1150/1180
1180,W3,W3,8150,32 MA,0.5748561184747539,1150/1180
1180,W3,W3,NAVI MUMBAI MOGO,32 MA,0.03873239436619718,1150/1180
1180,W3,W3,7150,32 MA,0.20020845338544152,1150/1180
1180,W3,W3,7150,32 MA,0.4757251924420345,1150/1180
1180,W3,W3,NAGPUR MOGO,32 MA,0.21755529550394437,1150/1180
1180,W3,W3,7150,32 MA,0.6296403871947339,1150/1180
1180,W3,W3,7150,32 MA,0.6143278098693541,1150/1180
1180,W3,W3,7150,32 MA,0.27994644824962683,1150/1180
1180,W3,W3,7150,32 MA,0.5171865455583118,1150/1180
1180,W3,W3,NAGPUR MOGO,32 MA,0.008802816901408451,1150/1180
1180,W3,W3,7250,32 MA,0.2726847387136121,1150/1180
1180,W4,W4,7250,32 MA,0.5380874607956213,1150/1180
1180,W4,W4,7250,32 MA,0.5217504231457992,1150/1180
1180,W4,W4,5050,32 MA,0.2529593907648219,1150/1180
1180,W4,W4,7250,32 MA,0.19174370977960878,1150/1180
1180,W4,W4,7250,32 MA,0.255175949150644,1150/1180
1180,W4,W4,7250,32 MA,0.1924173198419495,1150/1180
1180,S,S,8300,32 MA,0.2966498926070938,1150/1180
1180,S,S,8300,32 MA,0.19810370158409346,1150/1180
1180,S,S,8300,32 MA,0.35309502987899427,1150/1180
1180,S,S,8300,32 MA,0.19077451103204607,1150/1180
1180,S,S,8300,32 MA,0.25928681387045305,1150/1180
1180,S,S,8300,32 MA,0.25184928474911067,1150/1180
1180,S,S,7150,32 MA,0.16147738464339353,1150/1180
1180,S,S,8150,32 MA,0.22114104832265252,1150/1180
1180,S,S,8150,32 MA,0.16044566470646554,1150/1180
1180,S,S,8150,32 MA,0.21998533761303665,1150/1180
1180,S,S,8300,18 FT,0.3293515262515263,1150/1180
1180,S,S,8300,18 FT,0.6171692307692309,1150/1180
1180,S,S,8300,32 MA,0.36061662338829703,1150/1180
1180,S,S,8300,32 MA,0.4391739236069574,1150/1180
1180,S,S,8300,32 MA,0.13307858702267647,1150/1180
1180,S,S,8150,32 MA,0.6374501941837122,1150/1180
1180,S,S,8150,32 MA,0.5641357010830591,1150/1180
1180,S,S,8150,32 MA,0.486628984804734,1150/1180
1180,S,S,8150,32 MA,0.47759048601724935,1150/1180
1180,S,S,8150,32 MA,0.7161642323933745,1150/1180
1180,S,S,8150,32 MA,0.7431087182981863,1150/1180
1180,S,S,8150,18 FT,0.5624296703296703,1150/1180
1180,S,S,8300,32 MA,0.14841192520020458,1150/1180
1180,S,S,8150,32 MA,0.1932014686979699,1150/1180
1180,S,S,8150,32 MA,0.623797955875022,1150/1180
1180,S,S,8300,32 MA,0.3987059038157279,1150/1180
1180,S,S,8150,32 MA,0.2967563546040988,1150/1180
1180,S,S,8300,32 MA,0.17869096813975965,1150/1180
1180,S,S,8150,32 MA,0.24628107976741298,1150/1180
1180,S,S,8300,32 MA,0.5915972087168809,1150/1180
1180,S,S,8300,18 FT,0.2132051282051282,1150/1180
1180,S,S,8300,18 FT,0.6926457875457874,1150/1180
1180,S,S,8300,32 MA,0.10270458885453936,1150/1180
1180,S,S,8300,18 FT,0.3798919413919414,1150/1180
1180,S,S,8300,32 MA,0.2527990016178569,1150/1180
1180,S,S,8300,18 FT,0.2334798534798535,1150/1180
1180,S,S,8300,18 FT,0.3375164835164835,1150/1180
1180,S,S,8300,32 MA,0.2900975667473536,1150/1180
1180,S,S,8300,32 MA,0.17307663831688555,1150/1180
1180,S,S,8300,32 MA,0.02279284136708012,1150/1180
1180,S,S,8300,32 MA,0.5552124565184142,1150/1180
1180,S,S,8300,32 MA,0.2370892196952142,1150/1180
1180,S,S,8300,32 MA,0.19966467820013808,1150/1180
1180,S,S,8300,18 FT,0.2573076923076923,1150/1180
1180,S,S,8300,32 MA,0.08305971323727344,1150/1180
1180,S,S,8300,32 MA,0.1878928888443169,1150/1180

