pk_ID,granularity,rowID,formatting,createdDate,modifiedDate,createdBy,modifiedBy,createdIP,modifiedIP,Plant,SalesOffice,Material,Period,Demand,TruckType,SubCluster,Cluster,RDC,ORGTruckType,DestCategory,PreferredTruckType,RDCSubCluster,RDCCluster,RDCORGTruckType,RDCDestCategory,ClubPlant,Tyres,DemandTruck
7498,,7498,{},1452163448,1452163448,19,19,,,1150,5052,16148260,01To10,23,32 MA,N5,N5,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,500,0.046
7499,,7499,{},1452163448,1452163448,19,19,,,1150,5055,16148260,01To10,19,32 MA,N5,N5,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,500,0.038
7500,,7500,{},1452163448,1452163448,19,19,,,1150,5061,16148260,01To10,10,32 MA,N5,N5,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,500,0.02
7501,,7501,{},1452163448,1452163448,19,19,,,1150,5101,16148260,01To10,17,32 MA,N6,N6,5120,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,500,0.034
7502,,7502,{},1452163448,1452163448,19,19,,,1150,5102,16148260,01To10,47,32 MA,N6,N6,5120,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,500,0.094
7503,,7503,{},1452163448,1452163448,19,19,,,1150,5103,16148260,01To10,17,32 MA,N6,N6,5120,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,500,0.034
7504,,7504,{},1452163448,1452163448,19,19,,,1150,5106,16148260,01To10,66,32 MA,N6,N6,5120,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,500,0.132
7505,,7505,{},1452163448,1452163448,19,19,,,1150,5109,16148260,01To10,22,32 MA,N6,N6,5120,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,500,0.044
7506,,7506,{},1452163448,1452163448,19,19,,,1150,5114,16148260,01To10,11,32 MA,N6,N6,5120,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,500,0.022
7507,,7507,{},1452163448,1452163448,19,19,,,1150,5120,16148260,01To10,50,32 MA,N6,N6,5120,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,500,0.1
7508,,7508,{},1452163448,1452163448,19,19,,,1150,5151,16148260,01To10,93,32 MA,N4,N4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,500,0.186
7509,,7509,{},1452163448,1452163448,19,19,,,1150,5152,16148260,01To10,64,32 MA,N4,N4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,500,0.128
7510,,7510,{},1452163448,1452163448,19,19,,,1150,5153,16148260,01To10,39,32 MA,N4,N4,6200,32 MA,DEPOT,32 MA,E3,E3,32 MA,DEPOT,1150/1180,500,0.078
7511,,7511,{},1452163448,1452163448,19,19,,,1150,5156,16148260,01To10,53,32 MA,W4,W4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,500,0.106
7512,,7512,{},1452163448,1452163448,19,19,,,1150,5201,16148260,01To10,38,32 MA,N4,N4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,500,0.076
7513,,7513,{},1452163448,1452163448,19,19,,,1150,5202,16148260,01To10,35,32 MA,N4,N4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,500,0.07
7514,,7514,{},1452163448,1452163448,19,19,,,1150,5203,16148260,01To10,203,32 MA,N4,N4,5120,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,500,0.406
7515,,7515,{},1452163448,1452163448,19,19,,,1150,5206,16148260,01To10,85,32 MA,N4,N4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,500,0.17
7516,,7516,{},1452163448,1452163448,19,19,,,1150,5251,16148260,01To10,43,32 MA,N5,N5,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,500,0.086
7517,,7517,{},1452163448,1452163448,19,19,,,1150,5252,16148260,01To10,106,32 MA,N5,N5,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,500,0.212
7518,,7518,{},1452163448,1452163448,19,19,,,1150,5305,16148260,01To10,52,32 MA,N5,N5,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,500,0.104
7519,,7519,{},1452163448,1452163448,19,19,,,1150,6200,16148260,01To10,75,32 MA,E3,E3,6200,32 MA,DEPOT,32 MA,E3,E3,32 MA,DEPOT,1150/1180,500,0.15
7520,,7520,{},1452163448,1452163448,19,19,,,1150,7000,16148260,01To10,13,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,500,0.026
7521,,7521,{},1452163448,1452163448,19,19,,,1150,7001,16148260,01To10,29,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,500,0.058
7522,,7522,{},1452163448,1452163448,19,19,,,1150,7003,16148260,01To10,16,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,500,0.032
7523,,7523,{},1452163448,1452163448,19,19,,,1150,7004,16148260,01To10,17,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,500,0.034
7524,,7524,{},1452163448,1452163448,19,19,,,1150,7051,16148260,01To10,20,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,500,0.04
7525,,7525,{},1452163448,1452163448,19,19,,,1150,7054,16148260,01To10,8,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,500,0.016
7526,,7526,{},1452163448,1452163448,19,19,,,1150,7102,16148260,01To10,71,32 MA,W3,W3,7102,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,500,0.142
7527,,7527,{},1452163448,1452163448,19,19,,,1150,7105,16148260,01To10,74,32 MA,W3,W3,8150,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,500,0.148
7528,,7528,{},1452163448,1452163448,19,19,,,1150,7150,16148260,01To10,16,32 MA,W3,W3,7150,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,500,0.032
7529,,7529,{},1452163448,1452163448,19,19,,,1150,7151,16148260,01To10,9,32 MA,W3,W3,7150,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,500,0.018
7530,,7530,{},1452163448,1452163448,19,19,,,1150,7152,16148260,01To10,116,32 MA,W3,W3,7152,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,500,0.232
7531,,7531,{},1452163448,1452163448,19,19,,,1150,7153,16148260,01To10,28,32 MA,W3,W3,7150,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,500,0.056
7532,,7532,{},1452163448,1452163448,19,19,,,1150,7157,16148260,01To10,20,32 MA,W3,W3,7150,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,500,0.04
7533,,7533,{},1452163448,1452163448,19,19,,,1150,7250,16148260,01To10,42,32 MA,W4,W4,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,500,0.084
7534,,7534,{},1452163448,1452163448,19,19,,,1150,7251,16148260,01To10,179,32 MA,W4,W4,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,500,0.358
7535,,7535,{},1452163448,1452163448,19,19,,,1150,7252,16148260,01To10,75,32 MA,W4,W4,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,500,0.15
7536,,7536,{},1452163448,1452163448,19,19,,,1150,7254,16148260,01To10,88,32 MA,W4,W4,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,500,0.176
7537,,7537,{},1452163448,1452163448,19,19,,,1150,7301,16148260,01To10,51,32 MA,W4,W4,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,500,0.102
7538,,7538,{},1452163448,1452163448,19,19,,,1150,7302,16148260,01To10,97,32 MA,W4,W4,7302,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,500,0.194
7539,,7539,{},1452163448,1452163448,19,19,,,1150,8053,16148260,01To10,30,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,500,0.06
7540,,7540,{},1452163448,1452163448,19,19,,,1150,8055,16148260,01To10,6,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,500,0.012
7541,,7541,{},1452163448,1452163448,19,19,,,1150,8151,16148260,01To10,9,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,500,0.018
7542,,7542,{},1452163448,1452163448,19,19,,,1150,8155,16148260,01To10,9,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,500,0.018
7543,,7543,{},1452163448,1452163448,19,19,,,1150,8156,16148260,01To10,19,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,500,0.038
7544,,7544,{},1452163448,1452163448,19,19,,,1150,8251,16148260,01To10,13,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,500,0.026
7545,,7545,{},1452163448,1452163448,19,19,,,1150,8252,16148260,01To10,15,18 FT,S,S,8150,18 FT,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,250,0.06
7546,,7546,{},1452163448,1452163448,19,19,,,1150,8254,16148260,01To10,10,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,500,0.02
7547,,7547,{},1452163448,1452163448,19,19,,,1150,8255,16148260,01To10,26,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,500,0.052
7548,,7548,{},1452163448,1452163448,19,19,,,1150,8256,16148260,01To10,30,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,500,0.06
7549,,7549,{},1452163448,1452163448,19,19,,,1150,8261,16148260,01To10,5,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,500,0.01
7985,,7985,{},1452163448,1452163448,19,19,,,1150,5001,19133040,01To10,12,32 MA,N4,N4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,1629,0.007366482504604052
8027,,8027,{},1452163448,1452163448,19,19,,,1150,4002,19133340,01To10,70,32 MA,E3,E3,,32 MA,EXPORT,32 MA,,,,,1150/1180,1629,0.042971147943523635
8028,,8028,{},1452163448,1452163448,19,19,,,1150,5054,19133340,01To10,28,32 MA,N4,N4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,1629,0.017188459177409455
8029,,8029,{},1452163448,1452163448,19,19,,,1150,5061,19133340,01To10,207,32 MA,N5,N5,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,1629,0.1270718232044199
8030,,8030,{},1452163448,1452163448,19,19,,,1150,5106,19133340,01To10,66,32 MA,N6,N6,5120,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,1629,0.040515653775322284
8031,,8031,{},1452163448,1452163448,19,19,,,1150,5156,19133340,01To10,7,32 MA,W4,W4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,1629,0.004297114794352364
8032,,8032,{},1452163448,1452163448,19,19,,,1150,5202,19133340,01To10,101,32 MA,N4,N4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,1629,0.0620012277470841
8033,,8033,{},1452163448,1452163448,19,19,,,1150,5203,19133340,01To10,238,32 MA,N4,N4,5120,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,1629,0.14610190300798034
8034,,8034,{},1452163448,1452163448,19,19,,,1150,5251,19133340,01To10,104,32 MA,N5,N5,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,1629,0.06384284837323512
8035,,8035,{},1452163448,1452163448,19,19,,,1150,5252,19133340,01To10,66,32 MA,N5,N5,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,1629,0.040515653775322284
8036,,8036,{},1452163448,1452163448,19,19,,,1150,5301,19133340,01To10,371,32 MA,N5,N5,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,1629,0.22774708410067526
8037,,8037,{},1452163448,1452163448,19,19,,,1150,5305,19133340,01To10,204,32 MA,N5,N5,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,1629,0.1252302025782689
8038,,8038,{},1452163448,1452163448,19,19,,,1150,5306,19133340,01To10,69,32 MA,N5,N5,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,1629,0.0423572744014733
8039,,8039,{},1452163448,1452163448,19,19,,,1150,5309,19133340,01To10,52,32 MA,N5,N5,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,1629,0.03192142418661756
8040,,8040,{},1452163448,1452163448,19,19,,,1150,6003,19133340,01To10,106,32 MA,E4,E4,6000,32 MA,DEPOT,32 MA,E4,E4,32 MA,DEPOT,1150/1180,1629,0.06507059545733579
8041,,8041,{},1452163448,1452163448,19,19,,,1150,6205,19133340,01To10,79,32 MA,E3,E3,6200,32 MA,DEPOT,32 MA,E3,E3,32 MA,DEPOT,1150/1180,1629,0.048496009821976674
8042,,8042,{},1452163448,1452163448,19,19,,,1150,7000,19133340,01To10,43,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,1629,0.026396562308164517
8043,,8043,{},1452163448,1452163448,19,19,,,1150,7001,19133340,01To10,88,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,1629,0.05402087170042971
8044,,8044,{},1452163448,1452163448,19,19,,,1150,7002,19133340,01To10,85,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,1629,0.0521792510742787
8045,,8045,{},1452163448,1452163448,19,19,,,1150,7051,19133340,01To10,127,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,1629,0.07796193984039287
8046,,8046,{},1452163448,1452163448,19,19,,,1150,7053,19133340,01To10,22,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,1629,0.013505217925107428
8047,,8047,{},1452163448,1452163448,19,19,,,1150,7054,19133340,01To10,37,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,1629,0.022713321055862493
8048,,8048,{},1452163448,1452163448,19,19,,,1150,7102,19133340,01To10,140,32 MA,W3,W3,7102,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,1629,0.08594229588704727
8049,,8049,{},1452163448,1452163448,19,19,,,1150,7152,19133340,01To10,450,32 MA,W3,W3,7152,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,1629,0.27624309392265195
8050,,8050,{},1452163448,1452163448,19,19,,,1150,7157,19133340,01To10,112,32 MA,W3,W3,7150,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,1629,0.06875383670963782
8051,,8051,{},1452163448,1452163448,19,19,,,1150,7161,19133340,01To10,16,32 MA,W3,W3,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,1629,0.009821976672805401
8052,,8052,{},1452163448,1452163448,19,19,,,1150,7250,19133340,01To10,36,32 MA,W4,W4,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,1629,0.022099447513812154
8053,,8053,{},1452163448,1452163448,19,19,,,1150,7251,19133340,01To10,158,32 MA,W4,W4,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,1629,0.09699201964395335
8054,,8054,{},1452163448,1452163448,19,19,,,1150,7252,19133340,01To10,39,32 MA,W4,W4,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,1629,0.02394106813996317
8055,,8055,{},1452163448,1452163448,19,19,,,1150,7301,19133340,01To10,111,32 MA,W4,W4,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,1629,0.06813996316758748
8056,,8056,{},1452163448,1452163448,19,19,,,1150,8150,19133340,01To10,70,32 MA,S,S,8150,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,1629,0.042971147943523635
8057,,8057,{},1452163448,1452163448,19,19,,,1150,8155,19133340,01To10,59,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,1629,0.03621853898096992
8058,,8058,{},1452163448,1452163448,19,19,,,1150,8251,19133340,01To10,125,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,1629,0.0767341927562922
8059,,8059,{},1452163448,1452163448,19,19,,,1150,8252,19133340,01To10,34,18 FT,S,S,8150,18 FT,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,650,0.052307692307692305
8060,,8060,{},1452163448,1452163448,19,19,,,1150,8253,19133340,01To10,63,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,1629,0.03867403314917127
8061,,8061,{},1452163448,1452163448,19,19,,,1150,8254,19133340,01To10,5,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,1629,0.003069367710251688
8062,,8062,{},1452163448,1452163448,19,19,,,1150,8255,19133340,01To10,62,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,1629,0.03806015960712093
8063,,8063,{},1452163448,1452163448,19,19,,,1150,8256,19133340,01To10,178,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,1629,0.1092694904849601
8064,,8064,{},1452163448,1452163448,19,19,,,1150,8257,19133340,01To10,34,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,1629,0.020871700429711478
8065,,8065,{},1452163448,1452163448,19,19,,,1150,8258,19133340,01To10,58,32 MA,S,S,8300,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,1629,0.03560466543891958
8066,,8066,{},1452163448,1452163448,19,19,,,1150,8261,19133340,01To10,80,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,1629,0.04910988336402701
8423,,8423,{},1452163448,1452163448,19,19,,,1150,4002,11131280,01To10,35,32 MA,E3,E3,,32 MA,EXPORT,32 MA,,,,,1150/1180,230,0.15217391304347827
8424,,8424,{},1452163448,1452163448,19,19,,,1150,5004,11131280,01To10,6,32 MA,N4,N4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,230,0.02608695652173913
8425,,8425,{},1452163448,1452163448,19,19,,,1150,5054,11131280,01To10,40,32 MA,N4,N4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,230,0.17391304347826086
8426,,8426,{},1452163448,1452163448,19,19,,,1150,5107,11131280,01To10,63,32 MA,N6,N6,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,230,0.27391304347826084
8427,,8427,{},1452163448,1452163448,19,19,,,1150,5115,11131280,01To10,14,32 MA,N4,N4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,230,0.06086956521739131
8428,,8428,{},1452163448,1452163448,19,19,,,1150,5151,11131280,01To10,13,32 MA,N4,N4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,230,0.05652173913043478
8429,,8429,{},1452163448,1452163448,19,19,,,1150,5156,11131280,01To10,18,32 MA,W4,W4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,230,0.0782608695652174
8430,,8430,{},1452163448,1452163448,19,19,,,1150,5202,11131280,01To10,29,32 MA,N4,N4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,230,0.12608695652173912
8431,,8431,{},1452163448,1452163448,19,19,,,1150,5251,11131280,01To10,34,32 MA,N5,N5,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,230,0.14782608695652175
8432,,8432,{},1452163448,1452163448,19,19,,,1150,5303,11131280,01To10,5,32 MA,N5,N5,5040,18 FT,DEPOT,18 FT,N6,N6,32 MA,DEPOT,1150/1180,230,0.021739130434782608
8433,,8433,{},1452163448,1452163448,19,19,,,1150,5305,11131280,01To10,38,32 MA,N5,N5,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,230,0.16521739130434782
8434,,8434,{},1452163448,1452163448,19,19,,,1150,6000,11131280,01To10,29,32 MA,E4,E4,6000,32 MA,DEPOT,32 MA,E4,E4,32 MA,DEPOT,1150/1180,230,0.12608695652173912
8435,,8435,{},1452163448,1452163448,19,19,,,1150,6001,11131280,01To10,13,32 MA,E4,E4,6000,32 MA,DEPOT,32 MA,E4,E4,32 MA,DEPOT,1150/1180,230,0.05652173913043478
8436,,8436,{},1452163448,1452163448,19,19,,,1150,6003,11131280,01To10,5,32 MA,E4,E4,6000,32 MA,DEPOT,32 MA,E4,E4,32 MA,DEPOT,1150/1180,230,0.021739130434782608
8437,,8437,{},1452163448,1452163448,19,19,,,1150,6004,11131280,01To10,76,32 MA,E4,E4,6000,32 MA,DEPOT,32 MA,E4,E4,32 MA,DEPOT,1150/1180,230,0.33043478260869563
8438,,8438,{},1452163448,1452163448,19,19,,,1150,6011,11131280,01To10,52,32 MA,E4,E4,6000,32 MA,DEPOT,32 MA,E4,E4,32 MA,DEPOT,1150/1180,230,0.22608695652173913
8439,,8439,{},1452163448,1452163448,19,19,,,1150,6012,11131280,01To10,23,32 MA,E4,E4,6000,18 FT,DEPOT,18 FT,E4,E4,32 MA,DEPOT,1150/1180,230,0.1
8440,,8440,{},1452163448,1452163448,19,19,,,1150,6053,11131280,01To10,75,32 MA,E4,E4,6053,32 MA,DEPOT,32 MA,E4,E4,32 MA,DEPOT,1150/1180,230,0.32608695652173914
8441,,8441,{},1452163448,1452163448,19,19,,,1150,6102,11131280,01To10,92,32 MA,E4,E4,6000,32 MA,DEPOT,32 MA,E4,E4,32 MA,DEPOT,1150/1180,230,0.4
8442,,8442,{},1452163448,1452163448,19,19,,,1150,6103,11131280,01To10,62,32 MA,E4,E4,6000,18 FT,DEPOT,18 FT,E4,E4,32 MA,DEPOT,1150/1180,230,0.26956521739130435
8443,,8443,{},1452163448,1452163448,19,19,,,1150,6104,11131280,01To10,50,32 MA,E4,E4,6000,32 MA,DEPOT,32 MA,E4,E4,32 MA,DEPOT,1150/1180,230,0.21739130434782608
8444,,8444,{},1452163448,1452163448,19,19,,,1150,6203,11131280,01To10,26,32 MA,E3,E3,6200,32 MA,DEPOT,32 MA,E3,E3,32 MA,DEPOT,1150/1180,230,0.11304347826086956
8445,,8445,{},1452163448,1452163448,19,19,,,1150,6205,11131280,01To10,76,32 MA,E3,E3,6200,32 MA,DEPOT,32 MA,E3,E3,32 MA,DEPOT,1150/1180,230,0.33043478260869563
8446,,8446,{},1452163448,1452163448,19,19,,,1150,7105,11131280,01To10,172,32 MA,W3,W3,8150,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,230,0.7478260869565218
8447,,8447,{},1452163448,1452163448,19,19,,,1150,7152,11131280,01To10,113,32 MA,W3,W3,7152,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,230,0.49130434782608695
8448,,8448,{},1452163448,1452163448,19,19,,,1150,7250,11131280,01To10,50,32 MA,W4,W4,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,230,0.21739130434782608
8449,,8449,{},1452163448,1452163448,19,19,,,1150,7251,11131280,01To10,96,32 MA,W4,W4,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,230,0.41739130434782606
8450,,8450,{},1452163448,1452163448,19,19,,,1150,7252,11131280,01To10,121,32 MA,W4,W4,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,230,0.5260869565217391
8451,,8451,{},1452163448,1452163448,19,19,,,1150,7254,11131280,01To10,55,32 MA,W4,W4,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,230,0.2391304347826087
8452,,8452,{},1452163448,1452163448,19,19,,,1150,7301,11131280,01To10,10,32 MA,W4,W4,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,230,0.043478260869565216
8453,,8453,{},1452163448,1452163448,19,19,,,1150,7302,11131280,01To10,82,32 MA,W4,W4,7302,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,230,0.3565217391304348
8454,,8454,{},1452163448,1452163448,19,19,,,1150,8053,11131280,01To10,84,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,230,0.3652173913043478
8455,,8455,{},1452163448,1452163448,19,19,,,1150,8150,11131280,01To10,40,32 MA,S,S,8150,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,230,0.17391304347826086
8456,,8456,{},1452163448,1452163448,19,19,,,1150,8151,11131280,01To10,34,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,230,0.14782608695652175
8457,,8457,{},1452163448,1452163448,19,19,,,1150,8153,11131280,01To10,70,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,230,0.30434782608695654
8458,,8458,{},1452163448,1452163448,19,19,,,1150,8155,11131280,01To10,72,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,230,0.3130434782608696
8459,,8459,{},1452163448,1452163448,19,19,,,1150,8251,11131280,01To10,50,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,230,0.21739130434782608
8460,,8460,{},1452163448,1452163448,19,19,,,1150,8252,11131280,01To10,155,18 FT,S,S,8150,18 FT,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,115,1.3478260869565217
8461,,8461,{},1452163448,1452163448,19,19,,,1150,8255,11131280,01To10,164,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,230,0.7130434782608696
8462,,8462,{},1452163448,1452163448,19,19,,,1150,8256,11131280,01To10,47,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,230,0.20434782608695654
8463,,8463,{},1452163448,1452163448,19,19,,,1150,8257,11131280,01To10,29,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,230,0.12608695652173912
8539,,8539,{},1452163448,1452163448,19,19,,,1150,4002,11131480,01To10,450,32 MA,E3,E3,,32 MA,EXPORT,32 MA,,,,,1150/1180,230,1.9565217391304348
