pk_ID,granularity,rowID,formatting,createdDate,modifiedDate,createdBy,modifiedBy,createdIP,modifiedIP,Plant,DestType,Material,TruckType
123,,123,{},1450257179,1450257179,15,15,,,1120,OEM,13128632,32 SA
124,,124,{},1450257179,1450257179,15,15,,,1120,OEM,13128640,32 SA
125,,125,{},1450257179,1450257179,15,15,,,1120,OEM,13128642,32 SA
126,,126,{},1450257179,1450257179,15,15,,,1120,OEM,13128660,32 SA
127,,127,{},1450257179,1450257179,15,15,,,1120,OEM,13128662,32 SA
128,,128,{},1450257179,1450257179,15,15,,,1120,OEM,13128960,32 SA
129,,129,{},1450257179,1450257179,15,15,,,1120,OEM,13128962,32 SA
130,,130,{},1450257179,1450257179,15,15,,,1120,OEM,13129460,32 SA
131,,131,{},1450257179,1450257179,15,15,,,1120,OEM,13129560,32 SA
132,,132,{},1450257179,1450257179,15,15,,,1120,OEM,13129562,32 SA
133,,133,{},1450257179,1450257179,15,15,,,1120,OEM,13130040,32 SA
134,,134,{},1450257179,1450257179,15,15,,,1120,OEM,13130042,32 SA
135,,135,{},1450257179,1450257179,15,15,,,1120,OEM,13138030,32 SA
136,,136,{},1450257179,1450257179,15,15,,,1120,OEM,13138032,32 SA
137,,137,{},1450257179,1450257179,15,15,,,1120,OEM,13138040,32 SA
138,,138,{},1450257179,1450257179,15,15,,,1120,OEM,13138042,32 SA
139,,139,{},1450257179,1450257179,15,15,,,1120,OEM,13138640,32 SA
140,,140,{},1450257179,1450257179,15,15,,,1120,OEM,13138642,32 SA
141,,141,{},1450257179,1450257179,15,15,,,1120,OEM,13158340,32 SA
142,,142,{},1450257179,1450257179,15,15,,,1120,OEM,13158630,32 SA
143,,143,{},1450257179,1450257179,15,15,,,1120,OEM,13158632,32 SA
144,,144,{},1450257179,1450257179,15,15,,,1120,OEM,13158640,32 SA
145,,145,{},1450257179,1450257179,15,15,,,1120,OEM,13158642,32 SA
146,,146,{},1450257179,1450257179,15,15,,,1120,OEM,13158660,32 SA
147,,147,{},1450257179,1450257179,15,15,,,1120,OEM,13168360,32 SA
148,,148,{},1450257179,1450257179,15,15,,,1120,OEM,13168362,32 SA
149,,149,{},1450257179,1450257179,15,15,,,1120,OEM,13168660,32 SA
150,,150,{},1450257179,1450257179,15,15,,,1120,OEM,13168662,32 SA
151,,151,{},1450257179,1450257179,15,15,,,1120,OEM,13169760,32 SA
152,,152,{},1450257179,1450257179,15,15,,,1120,OEM,13188020,32 SA
153,,153,{},1450257179,1450257179,15,15,,,1120,OEM,13188022,32 SA
154,,154,{},1450257179,1450257179,15,15,,,1120,OEM,13188320,32 SA
155,,155,{},1450257179,1450257179,15,15,,,1120,OEM,13188620,32 SA
156,,156,{},1450257179,1450257179,15,15,,,1120,OEM,13310160,32 SA
157,,157,{},1450257179,1450257179,15,15,,,1120,OEM,13311160,32 SA
158,,158,{},1450257179,1450257179,15,15,,,1120,OEM,13311360,32 SA
159,,159,{},1450257179,1450257179,15,15,,,1120,OEM,13311460,32 SA
160,,160,{},1450257179,1450257179,15,15,,,1120,OEM,13311560,32 SA
161,,161,{},1450257179,1450257179,15,15,,,1120,OEM,13321160,32 SA
162,,162,{},1450257179,1450257179,15,15,,,1120,OEM,13321260,32 SA
163,,163,{},1450257179,1450257179,15,15,,,1120,OEM,13328660,32 SA
164,,164,{},1450257179,1450257179,15,15,,,1120,OEM,13988020,32 SA
165,,165,{},1450257179,1450257179,15,15,,,1120,OEM,13128360B,32 SA
166,,166,{},1450257179,1450257179,15,15,,,1120,OEM,14018640,32 SA
167,,167,{},1450257179,1450257179,15,15,,,1120,OEM,14018642,32 SA
168,,168,{},1450257179,1450257179,15,15,,,1120,OEM,14118040,32 SA
169,,169,{},1450257179,1450257179,15,15,,,1120,OEM,14118042,32 SA
170,,170,{},1450257179,1450257179,15,15,,,1120,OEM,14118130,32 SA
171,,171,{},1450257179,1450257179,15,15,,,1120,OEM,14118132,32 SA
172,,172,{},1450257179,1450257179,15,15,,,1120,OEM,14118240,32 SA
173,,173,{},1450257179,1450257179,15,15,,,1120,OEM,14118242,32 SA
174,,174,{},1450257179,1450257179,15,15,,,1120,OEM,14118340,32 SA
175,,175,{},1450257179,1450257179,15,15,,,1120,OEM,14118342,32 SA
176,,176,{},1450257179,1450257179,15,15,,,1120,OEM,14118440,32 SA
177,,177,{},1450257179,1450257179,15,15,,,1120,OEM,14118640,32 SA
178,,178,{},1450257179,1450257179,15,15,,,1120,OEM,14118642,32 SA
179,,179,{},1450257179,1450257179,15,15,,,1120,OEM,14119040,32 SA
180,,180,{},1450257179,1450257179,15,15,,,1120,OEM,14119042,32 SA
181,,181,{},1450257179,1450257179,15,15,,,1120,OEM,14119440,32 SA
182,,182,{},1450257179,1450257179,15,15,,,1120,OEM,14119540,32 SA
