pk_ID,granularity,rowID,formatting,createdDate,modifiedDate,createdBy,modifiedBy,createdIP,modifiedIP,Plant,Code,Destination,Cluster,SubCluster,RDC,TruckType,DestCategory,PreferredTruckType
2573,,2573,{},1450256240,1450695821,15,19,,54.251.110.52,1160,8102,CALICUT,S,S,8300,18 FT,DEPOT,18 FT
2574,,2574,{},1450256240,1450695821,15,19,,54.251.110.52,1160,8103,TRIVANDRUM,S,S,8300,18 FT,DEPOT,18 FT
2575,,2575,{},1450256240,1450256240,15,15,,,1160,8104,PALAKKAD,S,S,8300,32 MA,DEPOT,18 FT
2576,,2576,{},1450256240,1450256240,15,15,,,1160,8105,KALAMASERRY,S,S,8300,32 MA,DEPOT,18 FT
2577,,2577,{},1450256240,1450695821,15,19,,54.251.110.52,1160,8106,KANNUR,S,S,8300,18 FT,DEPOT,18 FT
2578,,2578,{},1450256240,1450256240,15,15,,,1160,8107,KOTTAYAM,S,S,8300,32 MA,DEPOT,18 FT
2580,,2580,{},1450256240,1450256240,15,15,,,1160,8150,HYDERABAD RDC,S,S,8150,32 MA,DEPOT,32 MA
2581,,2581,{},1450256240,1450256240,15,15,,,1160,8151,HYDERABAD,S,S,8150,32 MA,DEPOT,18 FT
2582,,2582,{},1450256240,1450256240,15,15,,,1160,8153,HASTHINAPUR,S,S,8150,32 MA,DEPOT,18 FT
2583,,2583,{},1450256240,1450256240,15,15,,,1160,8155,KARIMNAGAR,S,S,8150,32 MA,DEPOT,18 FT
2584,,2584,{},1450256240,1450256240,15,15,,,1160,8156,KATTEDAN,S,S,8150,32 MA,DEPOT,18 FT
2585,,2585,{},1450256240,1450256240,15,15,,,1160,8251,VIJAYAWADA,S,S,8150,32 MA,DEPOT,18 FT
2586,,2586,{},1450256240,1450695821,15,19,,54.251.110.52,1160,8252,VISAKHAPATNAM,S,S,8150,18 FT,DEPOT,18 FT
2587,,2587,{},1450256240,1450256240,15,15,,,1160,8253,NELLORE,S,S,8300,32 MA,DEPOT,18 FT
2588,,2588,{},1450256240,1450256240,15,15,,,1160,8254,KURNOOL,S,S,8150,32 MA,DEPOT,18 FT
2589,,2589,{},1450256240,1450256240,15,15,,,1160,8255,RAJAHMUNDRY,S,S,8150,32 MA,DEPOT,18 FT
2590,,2590,{},1450256240,1450256240,15,15,,,1160,8256,CUDDAPAH,S,S,8300,32 MA,DEPOT,18 FT
2591,,2591,{},1450256240,1450256240,15,15,,,1160,8257,KHAMMAM,S,S,8150,32 MA,DEPOT,18 FT
2592,,2592,{},1450256240,1451996031,15,15,,54.251.110.52,1160,8258,ONGOLE,S,S,8300,32 MA,DEPOT,32 MA
2593,,2593,{},1450256240,1450256240,15,15,,,1160,8261,WARANGAL,S,S,8150,32 MA,DEPOT,18 FT
2594,,2594,{},1450256240,1450256240,15,15,,,1160,8300,CHENNAI RDC,S,S,8300,32 MA,DEPOT,32 MA
2595,,2595,{},1450256240,1450695821,15,19,,54.251.110.52,1160,8301,CHENNAI,S,S,8300,18 FT,DEPOT,18 FT
2597,,2597,{},1450256240,1450695821,15,19,,54.251.110.52,1160,8302,GUINDY,S,S,8300,18 FT,DEPOT,18 FT
2598,,2598,{},1450256240,1450256240,15,15,,,1160,8303,SALEM,S,S,8300,32 MA,DEPOT,18 FT
2599,,2599,{},1450256240,1450695821,15,19,,54.251.110.52,1160,8304,TRICHY,S,S,8300,18 FT,DEPOT,18 FT
2601,,2601,{},1450256240,1450256240,15,15,,,1160,8305,NEYVELI,S,S,8300,32 MA,DEPOT,18 FT
2602,,2602,{},1450256240,1450695821,15,19,,54.251.110.52,1160,8306,NAMAKKAL,S,S,8300,18 FT,DEPOT,18 FT
2603,,2603,{},1450256240,1450695821,15,19,,54.251.110.52,1160,8311,VELLORE,S,S,8300,18 FT,DEPOT,18 FT
2604,,2604,{},1450256240,1450256240,15,15,,,1160,8312,POONAMALLEE,S,S,8300,32 MA,DEPOT,18 FT
2605,,2605,{},1450256240,1450256240,15,15,,,1160,8313,KRISHNAGIRI,S,S,8300,32 MA,DEPOT,18 FT
2606,,2606,{},1450256240,1450256240,15,15,,,1160,8315,SANKAGIRI,S,S,8300,32 MA,DEPOT,18 FT
2607,,2607,{},1450256240,1450256240,15,15,,,1160,8351,COIMBATORE,S,S,8300,32 MA,DEPOT,18 FT
2608,,2608,{},1450256240,1451996031,15,15,,54.251.110.52,1160,8352,MADURAI,S,S,8300,32 MA,DEPOT,32 MA
2609,,2609,{},1450256240,1451996031,15,15,,54.251.110.52,1160,8353,TIRUNELVELI,S,S,8300,32 MA,DEPOT,32 MA
2610,,2610,{},1450256240,1450695821,15,19,,54.251.110.52,1160,8354,ERODE,S,S,8300,18 FT,DEPOT,18 FT
2611,,2611,{},1450256240,1450256240,15,15,,,1160,8355,DINDIGUL,S,S,8300,32 MA,DEPOT,18 FT
2612,,2612,{},1450256240,1450256240,15,15,,,1160,8356,TANJORE,S,S,8300,32 MA,DEPOT,18 FT
2613,,2613,{},1450256240,1450256240,15,15,,,1160,8401,PONDICHERRY,S,S,8300,32 MA,DEPOT,18 FT
2614,,2614,{},1450256240,1450256240,15,15,,,1160,102898,RANCHI,E1,E1,,32 MA,OEM,32 MA
2615,,2615,{},1450256240,1450256240,15,15,,,1160,102900,DHANSAR,E1,E1,,32 MA,OEM,32 MA
2616,,2616,{},1450256240,1450256240,15,15,,,1160,102936,VELLANAD,S,S,,32 MA,OEM,18 FT
2617,,2617,{},1450256240,1450256240,15,15,,,1160,103091,CHANDRAPUR,W1,W1,,32 MA,OEM,32 MA
2618,,2618,{},1450256240,1450256240,15,15,,,1160,103093,BARDOL,E1,E1,,32 MA,OEM,32 MA
2619,,2619,{},1450256240,1450256240,15,15,,,1160,103099,WADI,S,S,,32 MA,OEM,18 FT
2620,,2620,{},1450256240,1450256240,15,15,,,1160,103100,BHOGASAMUDRAM,S,S,,32 MA,OEM,18 FT
2621,,2621,{},1450256240,1450256240,15,15,,,1160,103101,COIMBATORE,S,S,,32 MA,OEM,18 FT
2622,,2622,{},1450256240,1450256240,15,15,,,1160,103111,CHANDERIA,N3,N3,,32 MA,OEM,32 MA
2623,,2623,{},1450256240,1450256240,15,15,,,1160,103143,JODA,E2,E2,,32 MA,OEM,32 MA
2624,,2624,{},1450256240,1450256240,15,15,,,1160,103147,HAZARIBAGH,E1,E1,,32 MA,OEM,32 MA
2625,,2625,{},1450256240,1450256240,15,15,,,1160,103148,NOAMUNDI,E1,E1,,32 MA,OEM,32 MA
2626,,2626,{},1450256240,1450256240,15,15,,,1160,103168,NAVI MUMBAI,W1,W1,,32 MA,OEM,32 MA
2627,,2627,{},1450256240,1450256240,15,15,,,1160,103186,RAIPUR,W2,W2,,32 MA,OEM,32 MA
2628,,2628,{},1450256240,1450256240,15,15,,,1160,103198,JABALPUR,W2,W2,,32 MA,OEM,32 MA
2629,,2629,{},1450256240,1450256240,15,15,,,1160,103200,KIRANDUL,W2,W2,,32 MA,OEM,32 MA
2630,,2630,{},1450256240,1450256240,15,15,,,1160,103204,TADALI,W1,W1,,32 MA,OEM,32 MA
2631,,2631,{},1450256240,1450256240,15,15,,,1160,103205,CHANDRAPUR,W1,W1,,32 MA,OEM,32 MA
2632,,2632,{},1450256240,1450256240,15,15,,,1160,103779,AHMEDABAD,W1,W1_1,,32 MA,OEM,32 MA
2633,,2633,{},1450256240,1450256240,15,15,,,1160,103851,CHANDRAPUR,W1,W1,,32 MA,OEM,32 MA
2634,,2634,{},1450256240,1450256240,15,15,,,1160,103860,NEYVELI,S,S,,32 MA,OEM,18 FT
2635,,2635,{},1450256240,1450256240,15,15,,,1160,103920,JHINKPANI,E1,E1,,32 MA,OEM,32 MA
2636,,2636,{},1450256240,1450256240,15,15,,,1160,103929,GUALI,E2,E2,,32 MA,OEM,32 MA
2637,,2637,{},1450256240,1450695821,15,19,,54.251.110.52,1160,103944,CHENNAI,S,S,,18 FT,OEM,18 FT
2638,,2638,{},1450256240,1450256240,15,15,,,1160,103950,SHRIRAMPUR,W1,W1,,32 MA,OEM,32 MA
2639,,2639,{},1450256240,1450256240,15,15,,,1160,103951,DAMANJODI,E2,E2,,32 MA,OEM,32 MA
2640,,2640,{},1450256240,1450256240,15,15,,,1160,104017,UPPAL,S,S,,32 MA,OEM,18 FT
2641,,2641,{},1450256240,1450256240,15,15,,,1160,104428,BARKAKANA,E1,E1,,32 MA,OEM,32 MA
2642,,2642,{},1450256240,1450256240,15,15,,,1160,104672,BATHINDA,N2,N2,,32 MA,OEM,32 MA
2643,,2643,{},1450256240,1450256240,15,15,,,1160,104676,GUWAHATI,E2,E2,,32 MA,OEM,32 MA
2644,,2644,{},1450256240,1450256240,15,15,,,1160,104687,PITHAMPUR OE GODOWN,W2,W2,,32 MA,OEM,32 MA
2645,,2645,{},1450256240,1450256240,15,15,,,1160,104699,BURDWAN,E2,E2,,32 MA,OEM,32 MA
2646,,2646,{},1450256240,1450256240,15,15,,,1160,104932,GURGAON OE GODOWN,N1,N1,,32 MA,OEM,32 MA
2647,,2647,{},1450256240,1450256240,15,15,,,1160,104963,MALANJKHAND,W2,W2,,32 MA,OEM,32 MA
2648,,2648,{},1450256240,1450256240,15,15,,,1160,106342,TIRUVALLA,S,S,,32 MA,OEM,18 FT
2649,,2649,{},1450256240,1450256240,15,15,,,1160,106823,BILASPUR,W2,W2,,32 MA,OEM,32 MA
2650,,2650,{},1450256240,1450256240,15,15,,,1160,107382,KALARANGIATTA,E2,E2,,32 MA,OEM,32 MA
2651,,2651,{},1450256240,1450256240,15,15,,,1160,107404,BARMANA,N2,N2,,32 MA,OEM,32 MA
2652,,2652,{},1450256240,1450256240,15,15,,,1160,107424,LAKHERI,N3,N3,,32 MA,OEM,32 MA
2653,,2653,{},1450256240,1450256240,15,15,,,1160,107767,NAVI MUMBAI,W1,W1,,32 MA,OEM,32 MA
2654,,2654,{},1450256240,1450256240,15,15,,,1160,107917,LONI,N1,N1,,32 MA,OEM,32 MA
2655,,2655,{},1450256240,1450256240,15,15,,,1160,108076,CHITTORGARH,N3,N3,,32 MA,OEM,32 MA
2656,,2656,{},1450256240,1450256240,15,15,,,1160,108540,JAIPUR,N3,N3,,32 MA,OEM,32 MA
2657,,2657,{},1450256240,1450256240,15,15,,,1160,109026,HYDERABAD,S,S,,32 MA,OEM,18 FT
2658,,2658,{},1450256240,1450256240,15,15,,,1160,109304,SOMAJIGUDA,S,S,,32 MA,OEM,18 FT
2659,,2659,{},1450256240,1450256240,15,15,,,1160,109333,BELLARY,S,S,,32 MA,OEM,18 FT
2660,,2660,{},1450256240,1450256240,15,15,,,1160,109374,BIKANER,N3,N3,,32 MA,OEM,32 MA
2661,,2661,{},1450256240,1450695821,15,19,,54.251.110.52,1160,109402,VISAKHAPATNAM,S,S,,18 FT,OEM,18 FT
2662,,2662,{},1450256240,1450256240,15,15,,,1160,109614,KHAMMAM,S,S,,32 MA,OEM,18 FT
2663,,2663,{},1450256240,1450256240,15,15,,,1160,109677,BILASPUR,W2,W2,,32 MA,OEM,32 MA
2664,,2664,{},1450256240,1450256240,15,15,,,1160,109710,KHALARI,E2,E2,,32 MA,OEM,32 MA
2665,,2665,{},1450256240,1450256240,15,15,,,1160,109814,ANGUL,E2,E2,,32 MA,OEM,32 MA
2666,,2666,{},1450256240,1450695821,15,19,,54.251.110.52,1160,109816,CHENNAI,S,S,,18 FT,OEM,18 FT
2667,,2667,{},1450256240,1450695821,15,19,,54.251.110.52,1160,109883,RAIGAD,W1,W1,,18 FT,OEM,18 FT
2668,,2668,{},1450256240,1450256240,15,15,,,1160,110132,RAIPUR,W2,W2,,32 MA,OEM,32 MA
2669,,2669,{},1450256240,1450695821,15,19,,54.251.110.52,1160,110674,RAIGARH,W1,W1,,18 FT,OEM,18 FT
2670,,2670,{},1450256240,1450256240,15,15,,,1160,110728,RANCHI,E1,E1,,32 MA,OEM,32 MA
2671,,2671,{},1450256240,1450256240,15,15,,,1160,110903,SULI,N2,N2,,32 MA,OEM,32 MA
2672,,2672,{},1450256240,1450256240,15,15,,,1160,110904,RAURI,N2,N2,,32 MA,OEM,32 MA
2673,,2673,{},1450256240,1450256240,15,15,,,1160,111080,BACHRA,E1,E1,,32 MA,OEM,32 MA
2674,,2674,{},1450256240,1450256240,15,15,,,1160,111161,DHANBAD,E1,E1,,32 MA,OEM,32 MA
2675,,2675,{},1450256240,1450256240,15,15,,,1160,111200,JAIPUR,N3,N3,,32 MA,OEM,32 MA
2676,,2676,{},1450256240,1450256240,15,15,,,1160,111210,KADAPA,S,S,,32 MA,OEM,18 FT
2677,,2677,{},1450256240,1450256240,15,15,,,1160,111211,RAIPUR,W2,W2,,32 MA,OEM,32 MA
2678,,2678,{},1450256240,1450256240,15,15,,,1160,111219,GULBARGA,S,S,,32 MA,OEM,18 FT
2679,,2679,{},1450256240,1450256240,15,15,,,1160,111408,ILKAL,S,S,,32 MA,OEM,18 FT
2680,,2680,{},1450256240,1450256240,15,15,,,1160,111409,BARODA,W1,W1_1,,32 MA,OEM,32 MA
2681,,2681,{},1450256240,1450256240,15,15,,,1160,111656,NOIDA,N1,N1,,32 MA,OEM,32 MA
2682,,2682,{},1450256240,1450256240,15,15,,,1160,111880,RAIPUR,W2,W2,,32 MA,OEM,32 MA
2683,,2683,{},1450256240,1450256240,15,15,,,1160,111932,RAJSAMAND,N3,N3,,32 MA,OEM,32 MA
2684,,2684,{},1450256240,1450695821,15,19,,54.251.110.52,1160,112067,SINGRAULI,W2,W2,,18 FT,OEM,18 FT
2685,,2685,{},1450256240,1450256240,15,15,,,1160,112168,SONEBHADRA,N1,N1,,32 MA,OEM,32 MA
2686,,2686,{},1450256240,1450256240,15,15,,,1160,112268,VARANASI,N1,N1_1,,32 MA,OEM,32 MA
2687,,2687,{},1450256240,1450256240,15,15,,,1160,112272,HYDERABAD,S,S,,32 MA,OEM,18 FT
2688,,2688,{},1450256240,1450695821,15,19,,54.251.110.52,1160,112331,RAIGARH,W1,W1,,18 FT,OEM,18 FT
2689,,2689,{},1450256240,1450256240,15,15,,,1160,112389,NAGPUR,W1,W1,,32 MA,OEM,32 MA
2690,,2690,{},1450256240,1450256240,15,15,,,1160,112519,KANPUR,N1,N1_1,,32 MA,OEM,32 MA
2691,,2691,{},1450256240,1450256240,15,15,,,1160,112578,AHMEDABAD,W1,W1_1,,32 MA,OEM,32 MA
2692,,2692,{},1450256240,1450256240,15,15,,,1160,112639,BARBIL,E2,E2,,32 MA,OEM,32 MA
2693,,2693,{},1450256240,1450256240,15,15,,,1160,112646,KAMALAPURAM,S,S,,32 MA,OEM,18 FT
2694,,2694,{},1450256240,1450256240,15,15,,,1160,112720,SURAT,W1,W1_1,,32 MA,OEM,32 MA
2695,,2695,{},1450256240,1450256240,15,15,,,1160,112868,AHMEDABAD,W1,W1_1,,32 MA,OEM,32 MA
2696,,2696,{},1450256240,1450256240,15,15,,,1160,112967,MULUND (E),W1,W1,,32 MA,OEM,32 MA
2697,,2697,{},1450256240,1450695821,15,19,,54.251.110.52,1160,113013,RAIGAD,W1,W1,,18 FT,OEM,18 FT
2698,,2698,{},1450256240,1450256240,15,15,,,1160,113125,SATNA,W2,W2,,32 MA,OEM,32 MA
2699,,2699,{},1450256240,1450256240,15,15,,,1160,113144,KORBA,W2,W2,,32 MA,OEM,32 MA
2700,,2700,{},1450256240,1450256240,15,15,,,1160,113366,LAKHANPUR,E2,E2,,32 MA,OEM,32 MA
2701,,2701,{},1450256240,1450256240,15,15,,,1160,113371,CHANDRAPUR,W1,W1,,32 MA,OEM,32 MA
2702,,2702,{},1450256240,1450256240,15,15,,,1160,113587,INDORE,W2,W2,,32 MA,OEM,32 MA
2703,,2703,{},1450256240,1450256240,15,15,,,1160,113769,NERUL,W1,W1,,32 MA,OEM,32 MA
2704,,2704,{},1450256240,1450256240,15,15,,,1160,113779,CHILLAKUR,S,S,,32 MA,OEM,18 FT
2705,,2705,{},1450256240,1450256240,15,15,,,1160,113837,AMBIKAPUR,W2,W2,,32 MA,OEM,32 MA
2706,,2706,{},1450256240,1450256240,15,15,,,1160,113918,BUDAWADA,S,S,,32 MA,OEM,18 FT
2707,,2707,{},1450256240,1450256240,15,15,,,1160,114031,GANDHIDHAM,W1,W1_1,,32 MA,OEM,32 MA
2708,,2708,{},1450256240,1450256240,15,15,,,1160,114053,NEW DELHI,N1,N1,,32 MA,OEM,32 MA
2709,,2709,{},1450256240,1450256240,15,15,,,1160,114059,MUMBAI,W1,W1,,32 MA,OEM,32 MA
2710,,2710,{},1450256240,1450256240,15,15,,,1160,114089,CHINCHOLI,S,S,,32 MA,OEM,18 FT
2711,,2711,{},1450256240,1450256240,15,15,,,1160,114146,BARMER,N3,N3,,32 MA,OEM,32 MA
2712,,2712,{},1450256240,1450256240,15,15,,,1160,114197,BHOPAL,W2,W2,,32 MA,OEM,32 MA
2713,,2713,{},1450256240,1450256240,15,15,,,1160,114218,SONEBHADRA,N1,N1,,32 MA,OEM,32 MA
2714,,2714,{},1450256240,1450256240,15,15,,,1160,114244,BHEEMASAMUDRA,S,S,,32 MA,OEM,18 FT
2715,,2715,{},1450256240,1450256240,15,15,,,1160,114269,TINSUKIA,E2,E2,,32 MA,OEM,32 MA
2716,,2716,{},1450256240,1450256240,15,15,,,1160,114299,TANDWA,E1,E1,,32 MA,OEM,32 MA
2717,,2717,{},1450256240,1450256240,15,15,,,1160,114332,SURAT,W1,W1_1,,32 MA,OEM,32 MA
2718,,2718,{},1450256240,1450256240,15,15,,,1160,114366,BARODA,W1,W1_1,,32 MA,OEM,32 MA
2719,,2719,{},1450256240,1450256240,15,15,,,1160,114436,KARIMNAGAR,S,S,,32 MA,OEM,18 FT
2720,,2720,{},1450256240,1450256240,15,15,,,1160,114449,GANDHIDHAM,W1,W1_1,,32 MA,OEM,32 MA
2721,,2721,{},1450256240,1450695821,15,19,,54.251.110.52,1160,114485,SINGRAULI,W2,W2,,18 FT,OEM,18 FT
2722,,2722,{},1450256240,1450256240,15,15,,,1160,114489,NOIDA,N1,N1,,32 MA,OEM,32 MA
2723,,2723,{},1450256240,1450256240,15,15,,,1160,114496,MUNDRA,W1,W1_1,,32 MA,OEM,32 MA
2724,,2724,{},1450256240,1450256240,15,15,,,1160,114507,JHARGRAM,E2,E2,,32 MA,OEM,32 MA
2725,,2725,{},1450256240,1450256240,15,15,,,1160,114580,HYDERABAD,S,S,,32 MA,OEM,18 FT
2726,,2726,{},1450256240,1450256240,15,15,,,1160,114646,JASAI,W1,W1,,32 MA,OEM,32 MA
2727,,2727,{},1450256240,1450256240,15,15,,,1160,114684,DUNGURIPALI,E2,E2,,32 MA,OEM,32 MA
2728,,2728,{},1450256240,1450256240,15,15,,,1160,114722,UDAIPUR,N3,N3,,32 MA,OEM,32 MA
2729,,2729,{},1450256240,1450256240,15,15,,,1160,114775,KARIMNAGAR,S,S,,32 MA,OEM,18 FT
2730,,2730,{},1450256240,1450256240,15,15,,,1160,114776,SONEBHADRA,N1,N1,,32 MA,OEM,32 MA
2731,,2731,{},1450256240,1450256240,15,15,,,1160,114825,URIMARI,E1,E1,,32 MA,OEM,32 MA
2732,,2732,{},1450256240,1450256240,15,15,,,1160,114831,NAGPUR,W1,W1,,32 MA,OEM,32 MA
2733,,2733,{},1450256240,1450256240,15,15,,,1160,114849,DAITARI,E2,E2,,32 MA,OEM,32 MA
2734,,2734,{},1450256240,1450256240,15,15,,,1160,114921,VAYOR,W1,W1,,32 MA,OEM,32 MA
2735,,2735,{},1450256240,1450256240,15,15,,,1160,114926,BARODA,W1,W1_1,,32 MA,OEM,32 MA
2736,,2736,{},1450256240,1450256240,15,15,,,1160,114971,CHAKAN,W1,W1,,32 MA,OEM,32 MA
2737,,2737,{},1450256240,1450256240,15,15,,,1160,115001,BARMER,N3,N3,,32 MA,OEM,32 MA
2738,,2738,{},1450256240,1450256240,15,15,,,1160,115002,CHANDRAPUR,W1,W1,,32 MA,OEM,32 MA
2739,,2739,{},1450256240,1450256240,15,15,,,1160,115009,TALCHER,E2,E2,,32 MA,OEM,32 MA
2740,,2740,{},1450256240,1450256240,15,15,,,1160,115041,NAGPUR,W1,W1,,32 MA,OEM,32 MA
2741,,2741,{},1450256240,1450256240,15,15,,,1160,115053,NAKHATRANA,W1,W1,,32 MA,OEM,32 MA
2742,,2742,{},1450256240,1450256240,15,15,,,1160,115089,PANVEL,W1,W1,,32 MA,OEM,32 MA
2743,,2743,{},1450256240,1450256240,15,15,,,1160,115111,ALLAGADDA,S,S,,32 MA,OEM,18 FT
2744,,2744,{},1450256240,1450256240,15,15,,,1160,115112,KURNOOL,S,S,,32 MA,OEM,18 FT
2745,,2745,{},1450256240,1450256240,15,15,,,1160,115150,LALBAUGH,W1,W1,,32 MA,OEM,32 MA
2746,,2746,{},1450256240,1450256240,15,15,,,1160,115215,DAMAGORIA,E2,E2,,32 MA,OEM,32 MA
2747,,2747,{},1450256240,1450256240,15,15,,,1160,115229,UMARSAR,W1,W1,,32 MA,OEM,32 MA
2748,,2748,{},1450256240,1450256240,15,15,,,1160,115231,DHANBAD,E1,E1,,32 MA,OEM,32 MA
2749,,2749,{},1450256240,1450256240,15,15,,,1160,115234,NAGPUR,W1,W1,,32 MA,OEM,32 MA
2750,,2750,{},1450256240,1450256240,15,15,,,1160,115243,CHITHARA,S,S,,32 MA,OEM,18 FT
2751,,2751,{},1450256240,1450256240,15,15,,,1160,115273,NAGPUR,W1,W1,,32 MA,OEM,32 MA
2752,,2752,{},1450256240,1450256240,15,15,,,1160,115298,PAWANE,W1,W1,,32 MA,OEM,32 MA
2753,,2753,{},1450256240,1450256240,15,15,,,1160,115316,SARAIDHELA,E1,E1,,32 MA,OEM,32 MA
2754,,2754,{},1450256240,1450256240,15,15,,,1160,115319,VADASSERIKARA,S,S,,32 MA,OEM,18 FT
2755,,2755,{},1450256240,1450256240,15,15,,,1160,115330,NAGPUR,W1,W1,,32 MA,OEM,32 MA
2756,,2756,{},1450256240,1450256240,15,15,,,1160,115379,KUSUNDA,E1,E1,,32 MA,OEM,32 MA
2757,,2757,{},1450256240,1450256240,15,15,,,1160,115439,DHANBAD,E1,E1,,32 MA,OEM,32 MA
2758,,2758,{},1450256240,1450256240,15,15,,,1160,115482,DHANBAD,E1,E1,,32 MA,OEM,32 MA
2759,,2759,{},1450256240,1450256240,15,15,,,1160,290188,NOIDA,N1,N1,,32 MA,OEM,32 MA
2760,,2760,{},1450256240,1450695821,15,19,,54.251.110.52,1160,290202,SINGRAULI,W2,W2,,18 FT,OEM,18 FT
2761,,2761,{},1450256240,1450695821,15,19,,54.251.110.52,1160,290204,SINGRAULI,W2,W2,,18 FT,OEM,18 FT
2762,,2762,{},1450256240,1450695821,15,19,,54.251.110.52,1160,290213,RAIGAD,W1,W1,,18 FT,OEM,18 FT
2763,,2763,{},1450256240,1450256240,15,15,,,1160,290214,HOSUR,S,S,,32 MA,OEM,18 FT
2764,,2764,{},1450256240,1450256240,15,15,,,1160,400003,CHAKAN OE GODOWN,W1,W1,,32 MA,OEM,32 MA
2765,,2765,{},1450256240,1450695821,15,19,,54.251.110.52,1160,400005,TRIVANDRUM,S,S,,18 FT,OEM,18 FT
2766,,2766,{},1450256240,1450256240,15,15,,,1160,400006,PUNE OE GODOWN,W1,W1,,32 MA,OEM,32 MA
2767,,2767,{},1450256240,1450256240,15,15,,,1160,400009,ORAGADAM OE,S,S,,32 MA,OEM,18 FT
2768,,2768,{},1450256240,1450256240,15,15,,,1160,400010,PUNE,W1,W1,,32 MA,OEM,32 MA
2769,,2769,{},1450256240,1450256240,15,15,,,1160,400011,HARIDWAR OE,N2,N2,,32 MA,OEM,32 MA
2770,,2770,{},1450256240,1450256240,15,15,,,1160,400013,RAMPUR,N2,N2,,32 MA,OEM,32 MA
2771,,2771,{},1450256240,1450256240,15,15,,,1160,400017,NASIK OE,W1,W1,,32 MA,OEM,32 MA
2772,,2772,{},1450256240,1450256240,15,15,,,1160,400018,JAMNAGAR OE,W1,W1_1,,32 MA,OEM,32 MA
2773,,2773,{},1450256240,1450256240,15,15,,,1160,400019,PUNE OE GODOWN,W1,W1,,32 MA,OEM,32 MA
2774,,2774,{},1450256240,1450256240,15,15,,,1160,400020,GURGAON OE GODOWN,N1,N1,,32 MA,OEM,32 MA
2775,,2775,{},1450256240,1450256240,15,15,,,1160,400021,GURGAON OE GODOWN,N1,N1,,32 MA,OEM,32 MA
2776,,2776,{},1450256240,1450256240,15,15,,,1160,400023,RAJKOT,W1,W1_1,,32 MA,OEM,32 MA
2777,,2777,{},1450256240,1450256240,15,15,,,1160,400024,MADURAI OE,S,S,,32 MA,OEM,18 FT
2778,,2778,{},1450256240,1450256240,15,15,,,1160,400025,FARIDABAD OE GODOWN,N3,N3,,32 MA,OEM,32 MA
2779,,2779,{},1450256240,1450256240,15,15,,,1160,400027,BANGALORE OE,S,S,,32 MA,OEM,18 FT
2780,,2780,{},1450256240,1450256240,15,15,,,1160,400028,GURGAON OE GODOWN,N1,N1,,32 MA,OEM,32 MA
2781,,2781,{},1450256240,1450256240,15,15,,,1160,400031,HOSUR OE,S,S,,32 MA,OEM,18 FT
2782,,2782,{},1450256240,1450256240,15,15,,,1160,400032,FARIDABAD OE GODOWN,N3,N3,,32 MA,OEM,32 MA
2783,,2783,{},1450256240,1450256240,15,15,,,1160,400034,PUNE OE GODOWN,W1,W1,,32 MA,OEM,32 MA
2784,,2784,{},1450256240,1450256240,15,15,,,1160,400035,JAMSHEDPUR OE GODOWN,E1,E1,,32 MA,OEM,32 MA
2785,,2785,{},1450256240,1450256240,15,15,,,1160,400038,AURANGABAD OE,W1,W1,,32 MA,OEM,32 MA
2786,,2786,{},1450256240,1450256240,15,15,,,1160,400039,MANDIDEEP OE GODOWN,W2,W2,,32 MA,OEM,32 MA
2787,,2787,{},1450256240,1450256240,15,15,,,1160,400040,PUNE OE GODOWN,W1,W1,,32 MA,OEM,32 MA
2788,,2788,{},1450256240,1450256240,15,15,,,1160,400041,FARIDABAD OE GODOWN,N3,N3,,32 MA,OEM,32 MA
2789,,2789,{},1450256240,1450256240,15,15,,,1160,400042,PUNE OE GODOWN,W1,W1,,32 MA,OEM,32 MA
2790,,2790,{},1450256240,1450256240,15,15,,,1160,400043,NAGPUR OE GODOWN,W1,W1,,32 MA,OEM,32 MA
2791,,2791,{},1450256240,1450256240,15,15,,,1160,400044,AMBALA OE GODOWN,N2,N2,,32 MA,OEM,32 MA
2792,,2792,{},1450256240,1450256240,15,15,,,1160,400045,AMBALA OE GODOWN,N2,N2,,32 MA,OEM,32 MA
2793,,2793,{},1450256240,1450256240,15,15,,,1160,400047,DODDABALLAPUR,S,S,,32 MA,OEM,18 FT
2794,,2794,{},1450256240,1450256240,15,15,,,1160,400051,AMBALA OE GODOWN,N2,N2,,32 MA,OEM,32 MA
2795,,2795,{},1450256240,1450256240,15,15,,,1160,400054,MADURAI OE,S,S,,32 MA,OEM,18 FT
2796,,2796,{},1450256240,1450256240,15,15,,,1160,400056,GURGAON OE GODOWN,N1,N1,,32 MA,OEM,32 MA
2797,,2797,{},1450256240,1450256240,15,15,,,1160,400057,FARIDABAD OE GODOWN,N1,N1,,32 MA,OEM,32 MA
2798,,2798,{},1450256240,1450256240,15,15,,,1160,400058,GURGAON OE GODOWN,N1,N1,,32 MA,OEM,32 MA
2799,,2799,{},1450256240,1450256240,15,15,,,1160,400059,GURGAON OE GODOWN,N1,N1,,32 MA,OEM,32 MA
2800,,2800,{},1450256240,1450256240,15,15,,,1160,400060,ZAHEERABAD OE,S,S,,32 MA,OEM,18 FT
2801,,2801,{},1450256240,1450256240,15,15,,,1160,400061,ZAHEERABAD OE,S,S,,32 MA,OEM,18 FT
