ClubPlant,Plant,Cluster,SubCluster,TruckType,Destination,TruckDemandFinal,TruckDemandFinalCeil
1110,1110,W1,W1_1,18 FT,400241,1,1
1110,1110,W1,W1_1,18 FT,400341,1,1
1110,1110,W1,W1_1,32 MA,7000,0.11875,1
1110,1110,W1,W1,32 MA,7102,0.03125,1
1110,1110,W1,W1,32 MA,7150,0.5004117647058823,1
1110,1110,W1,W1,32 MA,7152,0.4376948051948052,1
1120,1120,S,S,18 FT,4000,3,3
1120,1120,S,S,18 FT,4001,5,5
1120,1120,S,S,18 FT,4003,8,8
1120,1120,S,S,18 FT,8001,1,1
1120,1120,S,S,18 FT,8003,2,2
1120,1120,S,S,18 FT,8004,1,1
1120,1120,S,S,18 FT,8005,1,1
1120,1120,S,S,18 FT,8006,1,1
1120,1120,S,S,18 FT,8051,1,1
1120,1120,S,S,18 FT,8052,3,3
1120,1120,S,S,18 FT,8053,1,1
1120,1120,S,S,18 FT,8054,2,2
1120,1120,S,S,18 FT,8055,1,1
1120,1120,S,S,18 FT,8150,10,10
1120,1120,S,S,18 FT,8155,2,2
1120,1120,S,S,18 FT,8251,1,1
1120,1120,S,S,18 FT,8252,1,1
1120,1120,S,S,18 FT,8254,1,1
1120,1120,S,S,18 FT,8255,2,2
1120,1120,S,S,18 FT,8256,1,1
1120,1120,S,S,18 FT,8261,1,1
1120,1120,S,S,18 FT,8300,7,7
1120,1120,S,S,18 FT,8303,1,1
1120,1120,S,S,18 FT,8305,4,4
1120,1120,S,S,18 FT,8311,1,1
1120,1120,S,S,18 FT,400024,6,6
1120,1120,S,S,18 FT,400047,3,3
1120,1120,S,S,18 FT,400054,3,3
1120,1120,S,S,18 FT,400063,1,1
1120,1120,S,S,18 FT,400310,8,8
1120,1120,S,S,32 MA,8150,2.233725595238095,3
1120,1120,S,S,32 MA,8300,4.634897023809524,5
1120,1120,E5,E5,18 FT,4002,4,4
1120,1120,E5,E5,18 FT,6000,1,1
1120,1120,E5,E5,18 FT,6001,2,2
1120,1120,E5,E5,18 FT,6053,1,1
1120,1120,E5,E5,18 FT,6102,1,1
1120,1120,E5,E5,18 FT,6200,3,3
1120,1120,E5,E5,18 FT,400062,1,1
1120,1120,E5,E5,18 FT,400181,1,1
1120,1120,E5,E5,32 MA,6000,0.5503394841269843,1
1120,1120,E5,E5,32 MA,6053,0.04963650793650776,1
1120,1120,E5,E5,32 MA,6200,1.1335547619047621,2
1120,1120,N7,N7,18 FT,5040,2,2
1120,1120,N7,N7,18 FT,5050,4,4
1120,1120,N7,N7,18 FT,5104,3,3
1120,1120,N7,N7,18 FT,5120,4,4
1120,1120,N7,N7,18 FT,400041,2,2
1120,1120,N7,N7,18 FT,400044,6,6
1120,1120,N7,N7,18 FT,400045,6,6
1120,1120,N7,N7,18 FT,400051,4,4
1120,1120,N7,N7,18 FT,400057,1,1
1120,1120,N7,N7,18 FT,400083,2,2
1120,1120,N7,N7,18 FT,400151,3,3
1120,1120,N7,N7,18 FT,400206,4,4
1120,1120,N7,N7,18 FT,400347,5,5
1120,1120,N7,N7,32 MA,5040,1.0276079365079365,2
1120,1120,N7,N7,32 MA,5050,1.762719246031746,2
1120,1120,N7,N7,32 MA,5120,2.424727380952382,3
1120,1120,W5,W5,18 FT,7000,3,3
1120,1120,W5,W5,18 FT,7051,1,1
1120,1120,W5,W5,18 FT,7103,1,1
1120,1120,W5,W5,18 FT,7105,1,1
1120,1120,W5,W5,18 FT,7150,6,6
1120,1120,W5,W5,18 FT,7152,2,2
1120,1120,W5,W5,18 FT,7153,1,1
1120,1120,W5,W5,18 FT,7154,1,1
1120,1120,W5,W5,18 FT,7250,7,7
1120,1120,W5,W5,18 FT,7251,1,1
1120,1120,W5,W5,18 FT,400042,2,2
1120,1120,W5,W5,18 FT,400329,2,2
1120,1120,W5,W5,32 MA,7000,1.9788295634920636,2
1120,1120,W5,W5,32 MA,7102,0.2741126984126984,1
1120,1120,W5,W5,32 MA,7150,1.791358928571428,2
1120,1120,W5,W5,32 MA,7152,0.3792751984126985,1
1120,1120,W5,W5,32 MA,7250,1.7927075396825396,2
1120,1120,W5,W5,32 MA,7302,0.16359206349206348,1
1130,1130,S,S,18 FT,4000,3,3
1130,1130,S,S,18 FT,4001,3,3
1130,1130,S,S,18 FT,4003,27,27
1130,1130,S,S,18 FT,7104,2,2
1130,1130,S,S,18 FT,8001,5,5
1130,1130,S,S,18 FT,8002,2,2
1130,1130,S,S,18 FT,8003,5,5
1130,1130,S,S,18 FT,8004,4,4
1130,1130,S,S,18 FT,8005,3,3
1130,1130,S,S,18 FT,8006,3,3
1130,1130,S,S,18 FT,8051,3,3
1130,1130,S,S,18 FT,8052,5,5
1130,1130,S,S,18 FT,8053,6,6
1130,1130,S,S,18 FT,8054,8,8
1130,1130,S,S,18 FT,8055,4,4
1130,1130,S,S,18 FT,8102,1,1
1130,1130,S,S,18 FT,8105,1,1
1130,1130,S,S,18 FT,8151,1,1
1130,1130,S,S,18 FT,8153,1,1
1130,1130,S,S,18 FT,8155,2,2
1130,1130,S,S,18 FT,8156,1,1
1130,1130,S,S,18 FT,8251,2,2
1130,1130,S,S,18 FT,8255,1,1
1130,1130,S,S,18 FT,8257,1,1
1130,1130,S,S,18 FT,8261,3,3
1130,1130,S,S,18 FT,8301,3,3
1130,1130,S,S,18 FT,8302,1,1
1130,1130,S,S,18 FT,8304,1,1
1130,1130,S,S,18 FT,8305,2,2
1130,1130,S,S,18 FT,8306,2,2
1130,1130,S,S,18 FT,8311,1,1
1130,1130,S,S,18 FT,8312,2,2
1130,1130,S,S,18 FT,8351,2,2
1130,1130,S,S,18 FT,8352,1,1
1130,1130,S,S,18 FT,8353,2,2
1130,1130,S,S,18 FT,8354,1,1
1130,1130,S,S,18 FT,8356,1,1
1130,1130,S,S,18 FT,400071,9,9
1130,1130,S,S,18 FT,400196,4,4
1130,1130,S,S,32 MA,8150,1.6924275362318846,2
1130,1130,S,S,32 MA,8300,5.632041062801935,6
1130,1130,E6,E6,18 FT,4002,7,7
1130,1130,E6,E6,18 FT,6004,2,2
1130,1130,E6,E6,18 FT,6053,1,1
1130,1130,E6,E6,18 FT,6102,10,10
1130,1130,E6,E6,18 FT,6103,4,4
1130,1130,E6,E6,18 FT,6200,1,1
1130,1130,E6,E6,18 FT,6202,1,1
1130,1130,E6,E6,18 FT,6204,2,2
1130,1130,E6,E6,18 FT,6205,1,1
1130,1130,E6,E6,18 FT,6206,3,3
1130,1130,E6,E6,18 FT,6207,3,3
1130,1130,E6,E6,18 FT,400181,9,9
1130,1130,E6,E6,32 MA,6000,2.727632292827945,3
1130,1130,E6,E6,32 MA,6053,0.2690217391304348,1
1130,1130,E6,E6,32 MA,6200,3.2103333333333337,4
1130,1130,N8,N8,18 FT,5001,3,3
1130,1130,N8,N8,18 FT,5002,1,1
1130,1130,N8,N8,18 FT,5050,8,8
1130,1130,N8,N8,18 FT,5052,1,1
1130,1130,N8,N8,18 FT,5053,2,2
1130,1130,N8,N8,18 FT,5054,2,2
1130,1130,N8,N8,18 FT,5055,1,1
1130,1130,N8,N8,18 FT,5061,1,1
1130,1130,N8,N8,18 FT,5251,2,2
1130,1130,N8,N8,18 FT,5252,1,1
1130,1130,N8,N8,18 FT,5301,4,4
1130,1130,N8,N8,18 FT,5305,4,4
1130,1130,N8,N8,32 MA,5050,4.520174948240165,5
1130,1130,N8,N8_1,18 FT,5115,5,5
1130,1130,N8,N8_1,18 FT,5151,2,2
1130,1130,N8,N8_1,18 FT,5152,4,4
1130,1130,N8,N8_1,18 FT,5153,1,1
1130,1130,N8,N8_1,18 FT,5155,2,2
1130,1130,N8,N8_1,18 FT,5157,1,1
1130,1130,N8,N8_1,18 FT,5203,4,4
1130,1130,N9,N9,18 FT,5040,2,2
1130,1130,N9,N9,18 FT,5051,3,3
1130,1130,N9,N9,18 FT,5101,4,4
1130,1130,N9,N9,18 FT,5102,4,4
1130,1130,N9,N9,18 FT,5103,2,2
1130,1130,N9,N9,18 FT,5104,17,17
1130,1130,N9,N9,18 FT,5105,4,4
1130,1130,N9,N9,18 FT,5106,3,3
1130,1130,N9,N9,18 FT,5107,3,3
1130,1130,N9,N9,18 FT,5108,3,3
1130,1130,N9,N9,18 FT,5112,2,2
1130,1130,N9,N9,18 FT,5114,3,3
1130,1130,N9,N9,18 FT,5120,9,9
1130,1130,N9,N9,32 MA,5040,2.851129399585921,3
1130,1130,N9,N9,32 MA,5120,4.043060758082497,5
1130,1130,W6,W6,18 FT,7000,2,2
1130,1130,W6,W6,18 FT,7001,5,5
1130,1130,W6,W6,18 FT,7002,6,6
1130,1130,W6,W6,18 FT,7003,3,3
1130,1130,W6,W6,18 FT,7004,2,2
1130,1130,W6,W6,18 FT,7051,6,6
1130,1130,W6,W6,18 FT,7052,5,5
1130,1130,W6,W6,18 FT,7053,2,2
1130,1130,W6,W6,18 FT,7054,3,3
1130,1130,W6,W6,18 FT,7102,22,22
1130,1130,W6,W6,18 FT,7103,10,10
1130,1130,W6,W6,18 FT,7105,6,6
1130,1130,W6,W6,18 FT,7150,8,8
1130,1130,W6,W6,18 FT,7151,10,10
1130,1130,W6,W6,18 FT,7152,2,2
1130,1130,W6,W6,18 FT,7153,9,9
1130,1130,W6,W6,18 FT,7154,6,6
1130,1130,W6,W6,18 FT,7155,5,5
1130,1130,W6,W6,18 FT,7157,4,4
1130,1130,W6,W6,18 FT,7161,2,2
1130,1130,W6,W6,18 FT,7250,1,1
1130,1130,W6,W6,18 FT,7251,10,10
1130,1130,W6,W6,18 FT,7252,1,1
1130,1130,W6,W6,18 FT,7253,1,1
1130,1130,W6,W6,18 FT,7254,3,3
1130,1130,W6,W6,18 FT,7301,1,1
1130,1130,W6,W6,18 FT,7302,4,4
1130,1130,W6,W6,18 FT,104687,6,6
1130,1130,W6,W6,32 MA,7000,2.6217525879917187,3
1130,1130,W6,W6,32 MA,7102,0.2826086956521756,1
1130,1130,W6,W6,32 MA,7150,2.1303333333333327,3
1130,1130,W6,W6,32 MA,7152,0.4593164251207731,1
1130,1130,W6,W6,32 MA,7250,2.3485072463768115,3
1130,1130,W6,W6,32 MA,7302,0.41953140096618347,1
1140,1140,S,S,18 FT,4000,25,25
1140,1140,S,S,18 FT,4001,16,16
1140,1140,S,S,18 FT,4003,6,6
1140,1140,S,S,18 FT,7104,1,1
1140,1140,S,S,18 FT,8001,3,3
1140,1140,S,S,18 FT,8002,1,1
1140,1140,S,S,18 FT,8003,3,3
1140,1140,S,S,18 FT,8004,1,1
1140,1140,S,S,18 FT,8005,2,2
1140,1140,S,S,18 FT,8006,2,2
1140,1140,S,S,18 FT,8051,1,1
1140,1140,S,S,18 FT,8052,2,2
1140,1140,S,S,18 FT,8053,3,3
1140,1140,S,S,18 FT,8054,2,2
1140,1140,S,S,18 FT,8055,1,1
1140,1140,S,S,18 FT,8102,2,2
1140,1140,S,S,18 FT,8103,3,3
1140,1140,S,S,18 FT,8104,2,2
1140,1140,S,S,18 FT,8105,2,2
1140,1140,S,S,18 FT,8106,1,1
1140,1140,S,S,18 FT,8107,1,1
1140,1140,S,S,18 FT,8151,1,1
1140,1140,S,S,18 FT,8153,1,1
1140,1140,S,S,18 FT,8155,1,1
1140,1140,S,S,18 FT,8156,2,2
1140,1140,S,S,18 FT,8251,5,5
1140,1140,S,S,18 FT,8252,2,2
1140,1140,S,S,18 FT,8253,1,1
1140,1140,S,S,18 FT,8255,4,4
1140,1140,S,S,18 FT,8256,3,3
1140,1140,S,S,18 FT,8257,1,1
1140,1140,S,S,18 FT,8258,1,1
1140,1140,S,S,18 FT,8261,1,1
1140,1140,S,S,18 FT,8300,4,4
1140,1140,S,S,18 FT,8301,2,2
1140,1140,S,S,18 FT,8302,1,1
1140,1140,S,S,18 FT,8303,1,1
1140,1140,S,S,18 FT,8304,1,1
1140,1140,S,S,18 FT,8305,1,1
1140,1140,S,S,18 FT,8311,2,2
1140,1140,S,S,18 FT,8312,1,1
1140,1140,S,S,18 FT,8313,1,1
1140,1140,S,S,18 FT,8351,2,2
1140,1140,S,S,18 FT,8352,1,1
1140,1140,S,S,18 FT,8353,2,2
1140,1140,S,S,18 FT,8354,1,1
1140,1140,S,S,18 FT,8355,1,1
1140,1140,S,S,18 FT,8356,1,1
1140,1140,S,S,18 FT,400005,1,1
1140,1140,S,S,18 FT,400027,3,3
1140,1140,S,S,18 FT,400031,1,1
1140,1140,S,S,18 FT,400061,1,1
1140,1140,S,S,18 FT,400271,1,1
1140,1140,S,S,18 FT,400299,4,4
1140,1140,S,S,18 FT,400311,16,16
1140,1140,S,S,18 FT,400316,15,15
1140,1140,S,S,32 MA,8150,2.7792042549238207,3
1140,1140,S,S,32 MA,8300,5.275949715984496,6
1140,1140,E1,E1,18 FT,4002,5,5
1140,1140,E1,E1,18 FT,6201,1,1
1140,1140,E1,E1,18 FT,6202,1,1
1140,1140,E1,E1,18 FT,6203,2,2
1140,1140,E1,E1,18 FT,6204,2,2
1140,1140,E1,E1,18 FT,6206,1,1
1140,1140,E1,E1,18 FT,6207,1,1
1140,1140,E1,E1,32 MA,6200,2.836473796915645,3
1140,1140,N1,N1,18 FT,5001,2,2
1140,1140,N1,N1,18 FT,5006,1,1
1140,1140,N1,N1,18 FT,5054,1,1
1140,1140,N1,N1,18 FT,5071,1,1
1140,1140,N1,N1,18 FT,400020,8,8
1140,1140,N1,N1,18 FT,400021,19,19
1140,1140,N1,N1,18 FT,400058,6,6
1140,1140,N1,N1,18 FT,400076,1,1
1140,1140,N1,N1,18 FT,400286,11,11
1140,1140,N1,N1,18 FT,400304,8,8
1140,1140,N1,N1,18 FT,400335,4,4
1140,1140,N1,N1_1,18 FT,5151,1,1
1140,1140,N1,N1_1,18 FT,5152,2,2
1140,1140,N1,N1_1,18 FT,5155,1,1
1140,1140,N1,N1_1,18 FT,5201,1,1
1140,1140,N1,N1_1,18 FT,5203,3,3
1140,1140,N3,N3,18 FT,5040,1,1
1140,1140,N3,N3,18 FT,5051,1,1
1140,1140,N3,N3,18 FT,5101,2,2
1140,1140,N3,N3,18 FT,5102,2,2
1140,1140,N3,N3,18 FT,5103,1,1
1140,1140,N3,N3,18 FT,5104,3,3
1140,1140,N3,N3,18 FT,5106,2,2
1140,1140,N3,N3,18 FT,5112,1,1
1140,1140,N3,N3,18 FT,5114,1,1
1140,1140,N3,N3,18 FT,5116,1,1
1140,1140,N3,N3,18 FT,5120,1,1
1140,1140,N3,N3,18 FT,400314,9,9
1140,1140,N3,N3,32 MA,5040,3.1854469037001643,4
1140,1140,N3,N3,32 MA,5120,3.619932526410787,4
1140,1140,N2,N2,18 FT,5050,3,3
1140,1140,N2,N2,18 FT,5052,2,2
1140,1140,N2,N2,18 FT,5053,1,1
1140,1140,N2,N2,18 FT,5055,2,2
1140,1140,N2,N2,18 FT,5061,1,1
1140,1140,N2,N2,18 FT,5301,2,2
1140,1140,N2,N2,18 FT,5303,1,1
1140,1140,N2,N2,18 FT,5305,2,2
1140,1140,N2,N2,18 FT,5306,2,2
1140,1140,N2,N2,18 FT,5307,1,1
1140,1140,N2,N2,18 FT,5309,1,1
1140,1140,N2,N2,18 FT,400121,7,7
1140,1140,N2,N2,32 MA,5050,5.370916316292403,6
1140,1140,E2,E2,18 FT,6001,3,3
1140,1140,E2,E2,18 FT,6003,2,2
1140,1140,E2,E2,18 FT,6004,1,1
1140,1140,E2,E2,18 FT,6011,1,1
1140,1140,E2,E2,18 FT,6012,1,1
1140,1140,E2,E2,18 FT,6013,1,1
1140,1140,E2,E2,18 FT,6053,7,7
1140,1140,E2,E2,18 FT,6102,4,4
1140,1140,E2,E2,18 FT,6103,3,3
1140,1140,E2,E2,18 FT,6104,2,2
1140,1140,E2,E2,32 MA,6000,2.676994818044274,3
1140,1140,E2,E2,32 MA,6053,0.4925568077453954,1
1140,1140,W1,W1_1,18 FT,7000,1,1
1140,1140,W1,W1_1,18 FT,7001,2,2
1140,1140,W1,W1_1,18 FT,7002,1,1
1140,1140,W1,W1_1,18 FT,7003,1,1
1140,1140,W1,W1_1,18 FT,7004,1,1
1140,1140,W1,W1_1,18 FT,7051,2,2
1140,1140,W1,W1_1,18 FT,7053,1,1
1140,1140,W1,W1_1,18 FT,7054,1,1
1140,1140,W1,W1_1,18 FT,400081,2,2
1140,1140,W1,W1_1,18 FT,400221,2,2
1140,1140,W1,W1_1,18 FT,400241,1,1
1140,1140,W1,W1_1,32 MA,7000,2.2431068183627962,3
1140,1140,W1,W1,18 FT,7102,3,3
1140,1140,W1,W1,18 FT,7103,3,3
1140,1140,W1,W1,18 FT,7105,2,2
1140,1140,W1,W1,18 FT,7150,1,1
1140,1140,W1,W1,18 FT,7151,4,4
1140,1140,W1,W1,18 FT,7152,3,3
1140,1140,W1,W1,18 FT,7153,4,4
1140,1140,W1,W1,18 FT,7154,3,3
1140,1140,W1,W1,18 FT,7155,2,2
1140,1140,W1,W1,18 FT,7157,2,2
1140,1140,W1,W1,18 FT,7161,1,1
1140,1140,W1,W1,18 FT,400003,23,23
1140,1140,W1,W1,18 FT,400006,4,4
1140,1140,W1,W1,18 FT,400038,8,8
1140,1140,W1,W1,18 FT,400075,8,8
1140,1140,W1,W1,32 MA,7102,0.02487235427615838,1
1140,1140,W1,W1,32 MA,7150,2.256842412539151,3
1140,1140,W1,W1,32 MA,7152,0.5891721877156659,1
1140,1140,W2,W2,18 FT,7251,3,3
1140,1140,W2,W2,18 FT,7252,2,2
1140,1140,W2,W2,18 FT,7253,1,1
1140,1140,W2,W2,18 FT,7254,2,2
1140,1140,W2,W2,18 FT,7301,1,1
1140,1140,W2,W2,18 FT,7302,1,1
1140,1140,W2,W2,18 FT,400295,4,4
1140,1140,W2,W2,32 MA,7250,1.5427148059669804,2
1140,1140,W2,W2,32 MA,7302,0.23219007007485284,1
1160,1160,S,S,18 FT,4000,13,13
1160,1160,S,S,18 FT,4001,8,8
1160,1160,S,S,18 FT,4003,1,1
1160,1160,S,S,18 FT,7104,1,1
1160,1160,S,S,18 FT,8001,2,2
1160,1160,S,S,18 FT,8002,1,1
1160,1160,S,S,18 FT,8003,3,3
1160,1160,S,S,18 FT,8004,1,1
1160,1160,S,S,18 FT,8005,2,2
1160,1160,S,S,18 FT,8006,3,3
1160,1160,S,S,18 FT,8051,1,1
1160,1160,S,S,18 FT,8052,2,2
1160,1160,S,S,18 FT,8053,1,1
1160,1160,S,S,18 FT,8054,1,1
1160,1160,S,S,18 FT,8055,1,1
1160,1160,S,S,18 FT,8102,1,1
1160,1160,S,S,18 FT,8103,3,3
1160,1160,S,S,18 FT,8104,2,2
1160,1160,S,S,18 FT,8105,1,1
1160,1160,S,S,18 FT,8106,1,1
1160,1160,S,S,18 FT,8107,1,1
1160,1160,S,S,18 FT,8151,1,1
1160,1160,S,S,18 FT,8153,2,2
1160,1160,S,S,18 FT,8155,1,1
1160,1160,S,S,18 FT,8156,2,2
1160,1160,S,S,18 FT,8251,2,2
1160,1160,S,S,18 FT,8252,2,2
1160,1160,S,S,18 FT,8253,1,1
1160,1160,S,S,18 FT,8255,2,2
1160,1160,S,S,18 FT,8256,2,2
1160,1160,S,S,18 FT,8261,1,1
1160,1160,S,S,18 FT,8300,1,1
1160,1160,S,S,18 FT,8301,1,1
1160,1160,S,S,18 FT,8302,1,1
1160,1160,S,S,18 FT,8304,1,1
1160,1160,S,S,18 FT,8305,1,1
1160,1160,S,S,18 FT,8311,1,1
1160,1160,S,S,18 FT,8312,2,2
1160,1160,S,S,18 FT,8313,1,1
1160,1160,S,S,18 FT,8351,1,1
1160,1160,S,S,18 FT,8352,1,1
1160,1160,S,S,18 FT,8353,1,1
1160,1160,S,S,18 FT,8356,1,1
1160,1160,S,S,18 FT,400031,16,16
1160,1160,S,S,18 FT,400060,3,3
1160,1160,S,S,18 FT,400073,3,3
1160,1160,S,S,18 FT,400074,8,8
1160,1160,S,S,18 FT,400078,15,15
1160,1160,S,S,18 FT,400171,4,4
1160,1160,S,S,18 FT,400186,11,11
1160,1160,S,S,32 MA,8150,2.169491636141636,3
1160,1160,S,S,32 MA,8300,4.9949885327091215,5
1160,1160,E1,E1,18 FT,4002,1,1
1160,1160,E1,E1,18 FT,6201,1,1
1160,1160,E1,E1,18 FT,6202,1,1
1160,1160,E1,E1,18 FT,6203,1,1
1160,1160,E1,E1,18 FT,6204,1,1
1160,1160,E1,E1,32 MA,6200,1.6323565408447762,2
1160,1160,N1,N1,18 FT,5001,2,2
1160,1160,N1,N1,18 FT,5002,1,1
1160,1160,N1,N1,18 FT,5004,1,1
1160,1160,N1,N1,18 FT,5006,2,2
1160,1160,N1,N1,18 FT,400077,12,12
1160,1160,N1,N1,18 FT,400211,21,21
1160,1160,N1,N1,18 FT,400323,6,6
1160,1160,N1,N1_1,18 FT,5151,1,1
1160,1160,N1,N1_1,18 FT,5152,1,1
1160,1160,N1,N1_1,18 FT,5153,2,2
1160,1160,N1,N1_1,18 FT,5155,2,2
1160,1160,N1,N1_1,18 FT,5157,1,1
1160,1160,N1,N1_1,18 FT,5201,1,1
1160,1160,N1,N1_1,18 FT,5203,2,2
1160,1160,N3,N3,18 FT,5040,1,1
1160,1160,N3,N3,18 FT,5051,1,1
1160,1160,N3,N3,18 FT,5104,3,3
1160,1160,N3,N3,18 FT,5106,1,1
1160,1160,N3,N3,18 FT,5120,1,1
1160,1160,N3,N3,32 MA,5040,2.6289445247562897,3
1160,1160,N3,N3,32 MA,5120,3.261395525389643,4
1160,1160,N2,N2,18 FT,5050,2,2
1160,1160,N2,N2,18 FT,5053,1,1
1160,1160,N2,N2,18 FT,5055,1,1
1160,1160,N2,N2,18 FT,5251,1,1
1160,1160,N2,N2,18 FT,5301,2,2
1160,1160,N2,N2,18 FT,5303,1,1
1160,1160,N2,N2,18 FT,5305,1,1
1160,1160,N2,N2,18 FT,5306,1,1
1160,1160,N2,N2,18 FT,400121,2,2
1160,1160,N2,N2,18 FT,400303,41,41
1160,1160,N2,N2,32 MA,5050,4.276935678047443,5
1160,1160,W2,W2,18 FT,5156,1,1
1160,1160,W2,W2,18 FT,7251,2,2
1160,1160,W2,W2,18 FT,7252,1,1
1160,1160,W2,W2,18 FT,7253,1,1
1160,1160,W2,W2,18 FT,7301,1,1
1160,1160,W2,W2,18 FT,7302,2,2
1160,1160,W2,W2,18 FT,104687,8,8
1160,1160,W2,W2,32 MA,7250,1.6518982099599746,2
1160,1160,W2,W2,32 MA,7302,0.08983343029519508,1
1160,1160,E2,E2,18 FT,6001,1,1
1160,1160,E2,E2,18 FT,6003,1,1
1160,1160,E2,E2,18 FT,6004,1,1
1160,1160,E2,E2,18 FT,6011,1,1
1160,1160,E2,E2,18 FT,6013,1,1
1160,1160,E2,E2,18 FT,6053,3,3
1160,1160,E2,E2,18 FT,6102,4,4
1160,1160,E2,E2,18 FT,6103,2,2
1160,1160,E2,E2,18 FT,6104,2,2
1160,1160,E2,E2,32 MA,6000,1.5556186855628038,2
1160,1160,E2,E2,32 MA,6053,0.33610134310134354,1
1160,1160,W1,W1_1,18 FT,7001,2,2
1160,1160,W1,W1_1,18 FT,7002,1,1
1160,1160,W1,W1_1,18 FT,7003,1,1
1160,1160,W1,W1_1,18 FT,7051,1,1
1160,1160,W1,W1_1,18 FT,400331,10,10
1160,1160,W1,W1_1,32 MA,7000,1.9560230152200742,2
1160,1160,W1,W1,18 FT,7102,4,4
1160,1160,W1,W1,18 FT,7103,3,3
1160,1160,W1,W1,18 FT,7105,1,1
1160,1160,W1,W1,18 FT,7151,3,3
1160,1160,W1,W1,18 FT,7152,5,5
1160,1160,W1,W1,18 FT,7153,1,1
1160,1160,W1,W1,18 FT,7154,1,1
1160,1160,W1,W1,18 FT,7155,1,1
1160,1160,W1,W1,18 FT,7157,1,1
1160,1160,W1,W1,18 FT,400006,6,6
1160,1160,W1,W1,18 FT,400034,7,7
1160,1160,W1,W1,18 FT,400182,5,5
1160,1160,W1,W1,18 FT,400191,11,11
1160,1160,W1,W1,32 MA,7102,0.22136432880844614,1
1160,1160,W1,W1,32 MA,7150,2.245706006085417,3
1160,1160,W1,W1,32 MA,7152,0.5451747001364644,1
1170,1170,S,S,18 FT,4000,14,14
1170,1170,S,S,18 FT,7104,1,1
1170,1170,S,S,18 FT,8001,2,2
1170,1170,S,S,18 FT,8002,1,1
1170,1170,S,S,18 FT,8003,2,2
1170,1170,S,S,18 FT,8005,1,1
1170,1170,S,S,18 FT,8051,1,1
1170,1170,S,S,18 FT,8053,1,1
1170,1170,S,S,18 FT,8054,1,1
1170,1170,S,S,18 FT,8150,3,3
1170,1170,S,S,18 FT,8151,2,2
