Plant,SalesOffice,Material,Demand
1180,4000,16331600,0
1160,4000,16331580,80
1160,4000,16331080,18
1110,4000,29157060,0
1110,4000,29157160,1
1110,4000,29152660,0
1110,4000,29149180,26
1150,4000,29147600,4
1110,4000,29152260,0
1150,4000,29147800,3
1150,4000,29147500,0
1150,4000,29147400,33
1150,4000,29147260,1
1110,4000,29146500,2
1110,4000,29146300,0
1110,4000,29143180,6
1110,4000,29143100,0
1150,4000,29137200,3
1110,4000,29133180,2
1110,4000,29133200,9
1110,4000,29132240,5
1150,4000,29119440,2
1150,4000,29128440,0
1150,4000,29128240,3
1150,4000,13198360,0
1120,4000,13198360,41
1110,4000,13180160,0
1150,4000,13178370,61
1150,4000,13178050,65
1110,4000,13138340,3
1120,4000,13168360,29
1110,4000,13128360,50
1110,4000,13128340,15
1120,4000,13118360,0
1110,4000,13118360,0
1120,4003,11778170,380
1150,4000,15136040,93
1130,4000,25176300,0
1110,4000,12151600,0
1120,4003,11776670,594
1120,4001,11776670,400
1110,4003,11738180,370
1120,4001,11758170,0
1150,4000,11731480,83
1150,4003,11731480,0
1110,4003,11736580,0
1130,4001,11736580,310
1130,4003,11736580,900
1110,4001,11738180,580
1130,4003,11728180,0
1130,4000,11728180,44
1110,4003,11728180,300
1110,4001,11728180,600
1110,4000,11658180,235
1110,4003,11658180,0
1110,4001,11712890,0
1130,4003,11656680,812
1130,4001,11656680,0
1130,4000,11656680,0
1110,4003,11653580,0
1120,4001,11653580,0
1120,4003,11653580,0
1120,4001,11653570,250
1110,4001,11653580,1127
1110,4000,11173570,0
1110,4000,11153070,0
1130,4003,11139880,657
1130,4003,11133580,500
1110,4003,11133580,2000
1130,4000,11133580,77
1110,4000,11133580,1256
1150,4003,11133280,1333
1150,4000,11133280,0
1150,4000,11131880,0
1150,4000,11131480,0
1150,4000,11131280,0
1130,4000,11130280,50
1130,4003,11130280,250
1110,4001,11123580,0
1130,4000,11126480,0
1110,4000,11123580,142
1130,4003,11121480,0
1130,4003,11118190,0
1130,4001,11118190,0
1130,4000,11113590,85
1130,4000,11111690,0
1140,4000,19133040,230
1190,4000,19133040,0
1190,4000,19133340,0
1150,4000,19133340,167
1110,4003,16646660,480
1140,4001,16618180,1350
1110,4001,16646660,0
1140,4003,16618180,712
1140,4000,16616670,0
1140,4001,16616670,82
1140,4000,16618180,0
1140,4001,16148160,600
1140,4003,16148160,553
1150,4000,16146860,0
1140,4000,16148160,0
1140,4000,16146860,0
1140,4003,16146860,0
1140,4001,16128170,629
1140,4000,16126760,0
1140,4001,16126760,500
1140,4003,16126760,134
1140,4000,16128170,0
1150,4000,16126670,190
1140,4000,16119260,35
1190,4000,16126470,0
1140,4001,16119160,328
1140,4000,16119160,0
1130,4000,16119160,0
1150,4000,16116670,0
1150,4000,16116880,0
1150,4001,16117470,0
1110,4003,16116670,1144
1110,4000,16116670,0
1110,4001,16116670,0
1150,4003,16113870,1197
1140,4001,16114970,248
1150,4003,16116070,43
1190,4003,16113570,675
1150,4001,16113570,1000
1190,4000,16113570,0
1190,4001,16113570,1992
1150,4000,16113570,0
1150,4000,12160680,880
1150,4001,12160680,0
1110,4000,12160780,883
1110,4001,12160780,0
1110,4001,12160680,0
1150,4000,19138150,18
1110,4000,12160680,0
1140,4000,19136840,0
1150,4000,19116640,850
1140,4000,18143730,3
1140,4000,18196840,499
1140,4000,17115130,86
1140,4000,16196440,0
1140,4000,16196650,0
1140,4000,16186450,550
1140,4000,16186440,45
1140,4000,16173530,100
1140,4000,16183550,0
1140,4000,16166750,667
1140,4000,16166650,0
1120,4000,14178640,67
1110,4000,14118340,217
1140,4000,28375040,0
1180,4000,28374480,833
1140,4000,28374420,50
1140,4000,28373000,25
1140,4000,27165200,500
1190,4000,27169330,133
1150,4000,27165030,171
1180,4000,27162220,267
1190,4000,27161330,0
1190,4000,27155220,0
1140,4000,27161330,667
1140,4000,27155220,733
1140,4000,27154320,0
1140,4000,27152200,533
1140,4000,20887900,805
1140,4000,20894140,0
1140,4000,20856280,0
1150,4000,20856300,33
1150,4000,20856280,130
1180,4000,20856240,0
1140,4000,20856240,14
1140,4000,20816120,0
1150,4000,20856200,0
1140,4000,20195200,49
1190,4000,20626120,388
1190,4000,20695220,733
1190,4000,20189430,667
1190,4000,20186140,1055
1150,4000,20186330,424
1140,4000,20189330,3246
1140,4000,20186100,904
1150,4000,20181520,347
1150,4000,20186020,642
1140,4000,20184040,266
1140,4000,20181330,1504
1190,4000,20181330,0
1190,4000,20139430,177
1190,4000,20139330,2683
1190,4000,20131330,0
1140,4000,20136130,47
1150,4000,20134030,142
1150,4000,26153340,267
1140,4000,26646440,163
1140,4000,20131330,600
1140,4000,26143040,273
1140,4000,26146440,0
1140,4000,26136420,1000
1140,4000,26134820,4
1140,4000,26133030,481
1150,4000,26130930,0
1140,4000,26130930,13397
1150,4000,21173600,785
1140,4000,21178040,101
1190,4000,21173600,0
1150,4000,21151320,167
1150,4000,21113920,0

